Timestamp,x,y,z,Key,Orientation
38783373378095,3.3723602,0.26113892,8.719803,KEYCODE_1,-1
38783464015302,2.7881165,0.94174194,8.954315,KEYCODE_2,-1
38783599971112,4.2315674,1.1662292,10.978882,KEYCODE_1,-1
38783655360517,4.1535187,1.1910553,8.518311,KEYCODE_2,286
38783811457929,2.8061218,0.793869,8.384048,KEYCODE_1,-1
38783881953534,3.1897583,1.2470245,9.624008,KEYCODE_3,-1
38784033015546,3.0477448,0.9898224,-5.0657196,KEYCODE_4,288
38784118617353,2.9390717,1.1930695,8.525269,KEYCODE_5,-1
38784274714765,3.5559998,1.4615479,10.285049,KEYCODE_4,-1
38784335139570,2.6759033,0.5871277,8.524628,KEYCODE_8,-1
38784486201581,4.1913757,0.7040405,9.7092285,KEYCODE_7,-1
38784516413984,3.2901459,0.88386536,8.833832,KEYCODE_8,-1
38784702723798,4.6090393,1.7339478,11.51265,KEYCODE_7,-1
38784778254804,2.3697052,0.3383026,9.1571045,KEYCODE_0,-1
38784934352216,2.740097,0.23783875,7.851639,KEYCODE_7,-1
38785035060224,3.4340363,0.59757996,7.4171906,KEYCODE_8,-1
38785231440839,4.082794,1.1735687,10.578232,KEYCODE_8,-1
38785296901044,2.9076538,-0.080566406,8.866516,KEYCODE_7,-1
38785473140058,2.4747467,0.15887451,8.875778,KEYCODE_8,-1
38785604060468,4.1069336,0.59539795,3.2890472,KEYCODE_4,278
38785709803876,2.287918,0.46658325,8.477356,KEYCODE_5,-1
38785840724286,4.105545,1.6553497,9.667999,KEYCODE_1,-1
38785896113691,3.339447,0.67085266,9.338821,KEYCODE_2,-1
38786107600507,2.8683167,0.14527893,8.086319,KEYCODE_3,-1
38786273768720,2.9487305,0.14375305,8.847916,KEYCODE_3,-1
38786439936933,2.9704285,0.77601624,9.025772,KEYCODE_9,-1
38786575892743,3.935089,0.6186676,10.023697,KEYCODE_4,-1
38786626246747,3.0230408,0.43145752,8.385391,KEYCODE_9,-1
38786893122968,3.1688385,0.6348419,8.790604,KEYCODE_4,-1
38786958583173,3.3937073,0.6743469,9.069305,KEYCODE_8,-1
38787159999189,3.3392487,0.20098877,9.955963,KEYCODE_8,-1
38787376521405,3.13945,0.14793396,9.762909,KEYCODE_9,-1
38787537654218,2.5722046,1.8618622,10.405273,KEYCODE_7,-1
38787638362226,2.7741241,0.13700867,9.421722,KEYCODE_6,-1
38787759211835,3.4005432,0.18339539,5.623749,KEYCODE_7,273
38787864955243,2.6640472,-0.7461395,8.990784,KEYCODE_6,-1
38787990840253,3.1531372,0.4358368,8.456055,KEYCODE_4,-1
38788106654462,3.3463593,0.2931671,8.6401825,KEYCODE_6,-1
38788308070478,3.6180115,1.0164032,9.437744,KEYCODE_4,-1
38788393672284,3.2194977,0.39733887,9.014542,KEYCODE_3,-1
38788564875898,3.824051,0.431427,9.407669,KEYCODE_4,-1
38788625300702,3.2943268,0.44274902,9.092834,KEYCODE_3,-1
