Timestamp,x,y,z,Key,Orientation
3346128827071,3.421341,1.2327576,8.579895,KEYCODE_1,281
3346471234297,3.421341,1.2327576,8.579895,KEYCODE_1,275
3346707898116,3.421341,1.2327576,8.579895,KEYCODE_1,278
3346979809737,3.421341,1.2327576,8.579895,KEYCODE_1,276
3347951642012,3.421341,1.2327576,8.579895,KEYCODE_1,282
3348419934249,3.421341,1.2327576,8.579895,KEYCODE_2,286
3348681775069,3.421341,1.2327576,8.579895,KEYCODE_2,287
3348943615889,3.421341,1.2327576,8.579895,KEYCODE_2,286
3349291063542,3.421341,1.2327576,8.579895,KEYCODE_2,289
3349613329167,3.421341,1.2327576,8.579895,KEYCODE_2,289
3350131975407,3.421341,1.2327576,8.579895,KEYCODE_3,283
3350424028630,3.421341,1.2327576,8.579895,KEYCODE_3,283
3350711046452,3.421341,1.2327576,8.579895,KEYCODE_3,282
3351023241277,3.421341,1.2327576,8.579895,KEYCODE_3,280
3351365648503,3.421341,1.2327576,8.579895,KEYCODE_3,279
3351682878728,3.421341,1.2327576,8.579895,KEYCODE_4,279
3351949754948,3.421341,1.2327576,8.579895,KEYCODE_4,278
3352272020573,3.421341,1.2327576,8.579895,KEYCODE_4,275
3352548967595,3.421341,1.2327576,8.579895,KEYCODE_4,277
3352961870427,3.421341,1.2327576,8.579895,KEYCODE_4,276
3353364702458,3.421341,1.2327576,8.579895,KEYCODE_5,286
3353686968083,3.421341,1.2327576,8.579895,KEYCODE_5,286
3353984056706,3.421341,1.2327576,8.579895,KEYCODE_5,285
3354351640935,3.421341,1.2327576,8.579895,KEYCODE_5,285
3354663835759,3.421341,1.2327576,8.579895,KEYCODE_5,286
3355273119206,3.421341,1.2327576,8.579895,KEYCODE_6,280
3355539995427,3.421341,1.2327576,8.579895,KEYCODE_6,281
3355832048650,3.421341,1.2327576,8.579895,KEYCODE_6,281
3356093889470,3.421341,1.2327576,8.579895,KEYCODE_6,281
3356461473698,3.421341,1.2327576,8.579895,KEYCODE_6,280
3356829057927,3.421341,1.2327576,8.579895,KEYCODE_7,275
3357156358952,3.421341,1.2327576,8.579895,KEYCODE_7,277
3357523943181,3.421341,1.2327576,8.579895,KEYCODE_7,276
3357866350407,3.421341,1.2327576,8.579895,KEYCODE_7,276
3358203722234,3.421341,1.2327576,8.579895,KEYCODE_7,272
3358611589665,3.421341,1.2327576,8.579895,KEYCODE_8,284
3358923784489,3.421341,1.2327576,8.579895,KEYCODE_8,282
3359276265537,3.421341,1.2327576,8.579895,KEYCODE_8,283
3359603566562,3.421341,1.2327576,8.579895,KEYCODE_8,282
3359996327793,3.421341,1.2327576,8.579895,KEYCODE_8,281
3360525044834,3.421341,1.2327576,8.579895,KEYCODE_9,275
3360822133457,3.421341,1.2327576,8.579895,KEYCODE_9,274
3361184682285,3.421341,1.2327576,8.579895,KEYCODE_9,274
3361778859531,3.421341,1.2327576,8.579895,KEYCODE_9,274
3362272328769,3.421341,1.2327576,8.579895,KEYCODE_9,274
