Timestamp,x,y,z,Key,Orientation
13777398811817,8.072266,0.86605835,5.016388,KEYCODE_1,268
13777514626026,8.072266,0.86605835,5.016388,KEYCODE_2,276
13777665688038,8.072266,0.86605835,5.016388,KEYCODE_1,280
13777756325245,8.072266,0.86605835,5.016388,KEYCODE_3,273
13777917458058,8.072266,0.86605835,5.016388,KEYCODE_4,265
13778048378468,8.072266,0.86605835,5.016388,KEYCODE_5,276
13778199440480,8.072266,0.86605835,5.016388,KEYCODE_4,268
13778300148487,8.072266,0.86605835,5.016388,KEYCODE_8,277
13778451210499,8.072266,0.86605835,5.016388,KEYCODE_7,275
13778491493702,8.072266,0.86605835,5.016388,KEYCODE_8,279
13778702980519,8.072266,0.86605835,5.016388,KEYCODE_9,276
13778838936329,8.072266,0.86605835,5.016388,KEYCODE_0,273
13779015175343,8.072266,0.86605835,5.016388,KEYCODE_6,279
13779130989552,8.072266,0.86605835,5.016388,KEYCODE_0,273
13779246803761,8.072266,0.86605835,5.016388,KEYCODE_6,268
13779347511769,8.072266,0.86605835,5.016388,KEYCODE_8,268
13779473396778,8.072266,0.86605835,5.016388,KEYCODE_5,272
13779624458790,8.072266,0.86605835,5.016388,KEYCODE_4,274
13779725166798,8.072266,0.86605835,5.016388,KEYCODE_8,270
13779876228810,8.072266,0.86605835,5.016388,KEYCODE_7,280
13779946724415,8.072266,0.86605835,5.016388,KEYCODE_0,273
13780102821827,8.072266,0.86605835,5.016388,KEYCODE_7,280
13780168282032,8.072266,0.86605835,5.016388,KEYCODE_8,272
13780329414845,8.072266,0.86605835,5.016388,KEYCODE_4,274
13780394875050,8.072266,0.86605835,5.016388,KEYCODE_5,276
13780556007862,8.072266,0.86605835,5.016388,KEYCODE_4,273
13780621468067,8.072266,0.86605835,5.016388,KEYCODE_2,272
13780772530079,8.072266,0.86605835,5.016388,KEYCODE_1,276
13780822884083,8.072266,0.86605835,5.016388,KEYCODE_3,279
13781029335499,8.072266,0.86605835,5.016388,KEYCODE_2,280
13781114937306,8.072266,0.86605835,5.016388,KEYCODE_3,274
13781240822316,8.072266,0.86605835,5.016388,KEYCODE_2,273
13781331459523,8.072266,0.86605835,5.016388,KEYCODE_6,275
13781492592335,8.072266,0.86605835,5.016388,KEYCODE_9,278
13781668831349,8.072266,0.86605835,5.016388,KEYCODE_9,277
13781819893360,8.072266,0.86605835,5.016388,KEYCODE_4,270
13781925636769,8.072266,0.86605835,5.016388,KEYCODE_9,272
13782056557179,8.072266,0.86605835,5.016388,KEYCODE_7,284
13782127052784,8.072266,0.86605835,5.016388,KEYCODE_8,266
13782278114796,8.072266,0.86605835,5.016388,KEYCODE_7,271
13782378822804,8.072266,0.86605835,5.016388,KEYCODE_0,276
13782539947406,8.072266,0.86605835,5.016388,KEYCODE_4,280
13782580230609,8.072266,0.86605835,5.016388,KEYCODE_8,277
