Timestamp,x,y,z,alpha,beta,gamma,keyPressed,key_x,key_y,key_down,key_released
112134138669175,0.021777153,0.003417328,0.17617083,0.09326172,-0.08631897,-0.01940918,KEYCODE_3,1517.0,598.0,105925640,105925715
112134707669420,0.027318954,0.043506578,0.2730322,0.19569397,-0.11306763,-0.01638794,KEYCODE_8,1021.0,871.0,105926264,105926321
112135321988267,-0.027657509,-0.017959379,-0.17244673,-0.0622406,0.06524658,-0.0037994385,KEYCODE_1,238.0,569.0,105926863,105926945
112135941342515,0.0086689,-0.06551697,0.16251135,0.15435791,-0.053604126,-5.340576E-4,KEYCODE_6,1495.0,737.0,105927469,105927552
112136550625963,-0.07691383,-0.0010172501,0.15528965,-0.04750061,0.024337769,-0.029785156,KEYCODE_4,287.0,726.0,105928068,105928167
112137164944810,0.04268837,-0.14087245,0.27794456,-0.06391907,0.058258057,0.0030212402,KEYCODE_1,257.0,561.0,105928700,105928782
112137779263658,0.04800892,-0.098532155,0.4074788,0.13322449,-0.11300659,-0.009094238,KEYCODE_0,969.0,1000.0,105929315,105929389
112138388547105,0.0014839172,-0.013393886,0.39898014,-0.049743652,0.03163147,0.020889282,KEYCODE_7,352.0,847.0,105929972,105930054
112139053219957,-0.024094582,-0.053879984,0.13446236,-0.034362793,0.008026123,-0.0029144287,KEYCODE_7,359.0,853.0,105930720,105930777
112139773282213,-0.08235264,-0.094350524,0.21629953,-0.13816833,0.09272766,-0.021957397,KEYCODE_7,356.0,868.0,105931327,105931409
112140407742662,0.05723381,0.14571206,0.15816307,0.12611389,-0.07284546,-0.037887573,KEYCODE_2,1083.0,592.0,105932033,105932099
112141097592515,0.06768799,-0.0105691925,0.5186386,0.18528748,-0.065460205,-0.016189575,KEYCODE_8,1034.0,869.0,105932599,105932664
112141661557359,0.04169655,0.1949223,-0.17884111,0.0927124,0.040542603,-0.081726074,KEYCODE_2,1041.0,580.0,105933164,105933221
112142220475245,0.16607189,0.14585584,0.072255135,0.17111206,-0.049194336,-0.011993408,KEYCODE_0,991.0,1027.0,105933729,105933812
112142809617091,0.024399757,0.17327794,-0.09454632,0.1429596,-0.055236816,-0.052627563,KEYCODE_3,1475.0,595.0,105934319,105934377
112143378617335,-0.046513557,0.033146165,-0.089083195,0.18772888,-0.060424805,-0.03765869,KEYCODE_3,1536.0,570.0,105935043,105935117
112144113785792,0.08647823,-0.10892243,0.30575228,0.23162842,-0.04724121,-0.023895264,KEYCODE_8,1032.0,867.0,105935708,105935782
112144778458644,0.027054787,0.05727806,-0.04223919,-0.070617676,0.03553772,-0.015075684,KEYCODE_4,279.0,729.0,105936273,105936372
112145372635890,0.03883362,0.048490852,0.41424227,-0.038619995,0.029403687,-0.0152282715,KEYCODE_4,300.0,721.0,105936913,105937012
112146007432033,-0.05862236,-0.0197514,-0.13668537,0.12147522,-0.07545471,-0.028427124,KEYCODE_9,1399.0,882.0,105937545,105937594
112146591202785,0.0286932,0.13117693,0.08718109,0.16662598,-0.09425354,0.0051116943,KEYCODE_8,1051.0,874.0,105938102,105938168
112147165238429,-0.06566334,0.05228903,-0.31663275,0.036819458,-0.03527832,-0.05833435,KEYCODE_6,1451.0,740.0,105938676,105938717
112147714097072,0.14212132,0.09403062,0.543056,0.22567749,-0.10710144,-0.04597473,KEYCODE_9,1321.0,891.0,105939208,105939265
112148262955714,0.0022935867,0.16309804,0.32147884,0.2749176,-0.14349365,-0.053024292,KEYCODE_6,1415.0,732.0,105939731,105939797
112148791672755,0.050858498,-0.09360475,0.15147734,0.098480225,-0.0309906,-0.02470398,KEYCODE_0,1042.0,989.0,105940355,105940412
112149411027003,0.09151173,0.09030515,0.2585106,0.24029541,-0.060577393,-0.07362366,KEYCODE_5,1056.0,737.0,105940912,105940969
112149964921046,-0.073924065,-0.0019966215,0.3714056,-0.020446777,0.014694214,-0.006225586,KEYCODE_7,339.0,855.0,105941535,105941626
112150619523097,0.01682949,0.02533137,-0.20656538,-0.040725708,0.042144775,-0.0027923584,KEYCODE_1,220.0,605.0,105942134,105942241
112151238877345,0.031378746,0.15514947,-0.3360181,0.10003662,0.05570984,-0.06871033,KEYCODE_2,1036.0,586.0,105942766,105942815
112151812912990,0.020816803,0.055846512,0.12892485,0.07609558,-0.028686523,-0.004486084,KEYCODE_5,1068.0,738.0,105943331,105943380
112152381901372,0.044002533,0.09292229,0.46139956,-0.11061096,0.05784607,-6.1035156E-4,KEYCODE_1,271.0,564.0,105943888,105943970
112152966007817,-0.04441452,-0.010909043,0.5338783,-0.11897278,0.10029602,-0.021636963,KEYCODE_7,307.0,875.0,105944528,105944619
112153615574467,-0.041612625,0.017006941,0.501544,-0.07211304,0.107910156,-0.017715454,KEYCODE_4,278.0,707.0,105945126,105945209
112154209751714,0.038500786,-0.019344747,-0.086518764,0.10269165,-0.047714233,-0.053146362,KEYCODE_8,1043.0,869.0,105945758,105945807
112154803928960,0.113861084,0.19146681,-0.07861233,0.020080566,-0.017547607,-0.058013916,KEYCODE_2,1046.0,585.0,105946324,105946373
