"Timestamp","XminA","YminA","ZminA","XminG","YminG","ZminG","XminO","YminO","ZminO","XmaxA","YmaxA","ZmaxA","XmaxG","YmaxG","ZmaxG","XmaxO","YmaxO","ZmaxO","XmeanA","YmeanA","ZmeanA","XmeanG","YmeanG","ZmeanG","XmeanO","YmeanO","ZmeanO","XmedianA","YmedianA","ZmedianA","XmedianG","YmedianG","ZmedianG","XmedianO","YmedianO","ZmedianO","XsdA","YsdA","ZsdA","XsdG","YsdG","ZsdG","XsdO","YsdO","ZsdO","XvarA","YvarA","ZvarA","XvarG","YvarG","ZvarG","XvarO","YvarO","ZvarO","XrmsA","YrmsA","ZrmsA","XrmsG","YrmsG","ZrmsG","MagnRmsA","MagnRmsG","MagnRmsO","TotalTime","WindowSize","XskewA","YskewA","ZskewA","XskewG","YskewG","ZskewG","XskewO","YskewO","ZskewO"
"1482277608770",-0.099861145,-0.025462449,-0.071510315,-0.0069274902,-0.008956909,-0.0049591064,168.08527,11.611921,-71.40216,0.011498451,0.07178652,0.092323065,0.020843506,0.0005645752,0.0028076172,168.21881,11.746835,-71.38527,-0.0293574699653846,0.0373316856153846,-0.0121924144076923,0.00991234422307692,-0.00419851446923077,0.000193669253846154,168.153715384615,11.6683975384615,-71.393019,-0.031050682,0.04404223,-0.015050411,0.013702393,-0.003540039,0.0012664795,168.15546,11.659848,-71.39265,0.0298456934883397,0.0312569480720666,0.0463926862273306,0.0100286053866599,0.00279311457318704,0.00270241716282797,0.0482115953575809,0.0490204579378436,0.00587189236958386,0.000890765419799923,0.00097699680277987,0.00215228133538755,0.000100572926001344,7.8014890189498e-06,7.30305852194719e-06,168.153721764377,11.6684925879186,71.3930192228991,0.041037861124341,0.0479113551619232,0.046210130942839,0.0138235709957641,0.00498286044630699,0.00260361144746582,0.0781983388625805,0.0149230963902159,183.05406593749,55,13,0.170196618343973,-0.644069059699311,0.184813393535984,-1.13377143604572,-0.707248612948333,-1.19094519629737,-0.108559903795123,0.523222680154031,-0.188525253921618
"1482277608794",-0.10036278,0.005857706,-0.071510315,-0.0069274902,-0.01020813,-0.005142212,168.04028,11.561937,-71.40216,0.011498451,0.08022052,0.079702616,0.013702393,-0.001953125,0.0025787354,168.15546,11.659848,-71.37518,-0.0397142266576923,0.0454960092307692,0.0142975767076923,-0.000176062907692308,-0.00543330262307692,-0.00177823580538462,168.093567692308,11.6119443076923,-71.3907796153846,-0.031050682,0.04404223,0.013768196,-0.002456665,-0.005218506,-0.0028076172,168.08618,11.612554,-71.39265,0.0383681890439027,0.0213108942558774,0.0571136320484167,0.00684142362890669,0.00296730458228741,0.0026624117771432,0.0325524016404934,0.0261448087179355,0.00871190495374245,0.00147211793050866,0.000454154213985187,0.00326196696576193,4.68050772701627e-05,8.80489648406385e-06,7.08843647107082e-06,168.093570601838,11.6119714766754,71.3907801060575,0.0541857720136832,0.0498909423680702,0.0567050890983025,0.00657538476884696,0.00613582709571049,0.00311533219844917,0.0929552104442747,0.00951784396350002,182.994343747018,60,13,-0.677400592020051,0.204652964814223,0.0278067085933287,1.00005593105136,-0.217163372131495,1.15990479397585,0.680843065522145,-0.0699594685433038,0.644078864031948
"1482277608825",-0.10036278,-0.034824133,-0.015050411,-0.0069274902,-0.01020813,-0.005142212,167.9469,11.509674,-71.399284,-0.009255409,0.08022052,0.092941046,0.007583618,-0.0013580322,0.006011963,168.08618,11.612554,-71.35942,-0.0517725580769231,0.0228058282769231,0.0525673536923077,0.000109159,-0.00590867259230769,0.00101294884076923,168.033250769231,11.5657618461538,-71.3773784615385,-0.04560852,0.028983653,0.064563274,0.0013275146,-0.0051574707,0.002532959,168.04028,11.561937,-71.37518,0.0277614707977913,0.0299094385619726,0.029797725915843,0.00530643939811011,0.00254793715965516,0.00448585276343592,0.0464560764704221,0.0360553011031807,0.0123004259791768,0.000770699260856616,0.000894574515092414,0.000887904469755702,2.81582990858151e-05,6.49198376955162e-06,2.01228750152257e-05,168.033256697088,11.5658137226855,71.3773794398735,0.058239269158855,0.0366860585815789,0.0598575876572095,0.00509943053354931,0.00639570263581345,0.00442730469998754,0.0912173786432668,0.00930108761805725,182.93078936855,60,13,-0.666107151363194,-0.619653027950667,-1.20773514813568,-0.688798368507093,-0.884482440386433,-1.01653592263683,-0.453927535639575,0.318248304977383,-0.536191561701305
"1482277608854",-0.069815636,-0.038311124,-0.046940327,-0.014404297,-0.0051574707,-0.00680542,167.91663,11.496283,-71.38485,0.013586998,0.08022052,0.092941046,0.007583618,0.0140686035,0.006011963,168.04028,11.561937,-71.35915,-0.0269832611538462,0.0101010386692308,0.0200563580153846,-0.00139441859230769,0.00329472462307692,0.00167611929461538,167.967126153846,11.5257141538462,-71.3700226923077,-0.028702736,0.0036206841,0.030498505,0.0013275146,-0.0013580322,0.0036621094,167.9469,11.525274,-71.37023,0.0234172878212206,0.035292129406689,0.0460630411688591,0.00762775284490533,0.00850583045785239,0.00443332751629563,0.0409856909051739,0.0217710149122105,0.00804312817860184,0.000548369368901886,0.00124553439805848,0.002121803761724,5.81826134629614e-05,7.23491517777293e-05,1.9654392866744e-05,167.967130769658,11.5257331338828,71.3700231106599,0.0351323710024281,0.0353801503945868,0.0485885334681601,0.00745998867442423,0.0088113019896109,0.00457732371393602,0.0696195670683347,0.0124194350176173,182.864648694276,60,13,0.220282749131478,0.550861170309764,-0.680077566720115,-1.07053803957179,1.64102382928933,-1.34390484218774,1.48047916720122,0.0606522729320951,0.0773235317292369
"1482277608885",-0.08022976,-0.05073303,-0.046940327,-0.014404297,-0.0013580322,-0.007873535,167.91663,11.496283,-71.39074,0.013586998,0.058363497,0.09634924,0.0032958984,0.0140686035,0.005569458,167.97949,11.607666,-71.35915,-0.0318465601538462,-0.00691950314615385,0.0153729549846154,-0.00788292520346154,0.00729135365923077,-0.00347900389769231,167.948177692308,11.5492726923077,-71.3777715384615,-0.032336235,-0.0055101514,-0.0027971268,-0.0099487305,0.0077056885,-0.0055999756,167.9469,11.544045,-71.38176,0.0282297468034417,0.0300189838187067,0.0489825928345868,0.00612629943315818,0.00583953557593085,0.00446476269129354,0.0186455178500734,0.0444489871957818,0.0113008167818033,0.000796918604586428,0.000901139389507774,0.00239929440079891,3.75315447447142e-05,3.41001757425621e-05,1.99341058895667e-05,167.948178647699,11.5493516465586,71.3777723642419,0.041830856638335,0.0296597454257431,0.0495081916252671,0.00983793741617844,0.00920005018925465,0.00552305904811719,0.0712782021646238,0.0145578198003148,182.851755863095,59,13,0.0520381762078869,-0.140846048087303,1.11284932461469,1.01160838728716,-0.212860167755644,1.42514071785517,0.205576318872349,0.35283316701901,1.05880706203751
"1482277608914",-0.10249424,-0.073497,-0.046940327,-0.014404297,-0.006225586,-0.007873535,167.91656,11.544045,-71.39074,-0.01876545,0.008642077,0.09634924,0.0289917,0.013519287,0.004562378,167.97949,11.618088,-71.378975,-0.0565927211538462,-0.0224699012769231,0.0252866377384615,0.00306466920423077,0.00267967813615385,-0.00249422514615385,167.955092307692,11.5944190384615,-71.3836726923077,-0.056749344,-0.011107862,0.008513927,-7.6293945e-05,0.0018463135,-0.004058838,167.96234,11.599982,-71.381775,0.0252146911021577,0.025087289834857,0.0471403398567916,0.0164423076099772,0.00572145434362551,0.00500824129292023,0.0179710058862602,0.0210414132015705,0.00384931845449363,0.000635780647377231,0.000629372111258117,0.00222221164181381,0.000270349479541115,3.27350398061913e-05,2.50824808481113e-05,167.955093195174,11.5944366626199,71.3836727881102,0.0615598126323482,0.0329523191190732,0.0518718260028254,0.0160917855771701,0.0061153605563761,0.00541979873465026,0.0869836317908286,0.0180476429519264,182.863263211732,59,13,0.0186347132533907,-1.35870068290155,1.06741131625794,0.573088016062567,0.436968252879093,0.937222926573803,-1.20989760176796,-0.793144664548567,-1.47898309541896
"1482277608944",-0.10249424,-0.073497,-0.14135432,-7.6293945e-05,-0.006225586,-0.004058838,167.76245,11.508527,-71.40371,0.013903618,0.07272035,0.07555294,0.0289917,0.003982544,0.006011963,167.97034,11.618088,-71.378975,-0.0404820073384615,0.00191366206923077,-0.0216426113076923,0.0175253062273077,-0.000869750974615385,0.00315504806153846,167.893258461538,11.5723091923077,-71.3853683846154,-0.050533295,0.008642077,-0.020015001,0.018966675,-0.0012207031,0.004562378,167.91656,11.583714,-71.381775,0.0389441689173359,0.0369542788100182,0.0700839680405091,0.00972832602488252,0.00309960684029764,0.00327750452855459,0.0702119734383149,0.0404287036164376,0.00759576744573987,0.00151664829266199,0.00136561872236856,0.0049117625763031,9.46403272464065e-05,9.60756256441991e-06,1.07420359346958e-05,167.893272013338,11.5723743801006,71.3853687576439,0.0551250937190274,0.0355560575831379,0.0707272034653859,0.0198619399967505,0.0031024161629411,0.00445758384652475,0.0964642239300201,0.02059105874479,182.805748019046,59,13,0.774284413377031,-0.546222127512756,-0.0696711538972024,-0.444486164116724,0.339674168499624,-1.2881720768351,-0.995622426793495,-0.846290383226981,-1.41923168701037
"1482277608973",-0.050533295,-0.037964463,-0.14237404,-0.024612427,-0.006225586,0.0042419434,167.70856,11.501301,-71.44217,0.013903618,0.07272035,-0.008960724,0.0289917,0.008163452,0.006011963,167.91656,11.583714,-71.38125,-0.0128347690184615,0.0184959541153846,-0.0792503536923077,0.00444852389230769,0.00162447414076923,0.00514338570769231,167.790034615385,11.5258803846154,-71.4076337692308,-0.008882523,0.015122712,-0.092516184,0.0059051514,0.0013885498,0.0049438477,167.76245,11.512581,-71.40371,0.0210933743177126,0.0299915347731491,0.0474402649247596,0.0203686742850434,0.00467984270769944,0.000559655181106917,0.0698715919401892,0.0260271266831628,0.0225956635152065,0.000444930440107138,0.000899492158049015,0.00225057873613138,0.000414882892130189,2.19009277688077e-05,3.13213921739816e-07,167.790048044364,11.5259075106137,71.407637069227,0.0239882537379155,0.0342403383777398,0.0914225128469261,0.0200688362474066,0.00478070677320716,0.00517141538471219,0.100528169907062,0.0212686831434823,182.716713517082,60,13,-0.562107222713448,0.337419422603669,0.838896894572487,-0.214539368734749,0.151238634824892,1.06961222425021,1.18437041229454,1.53294500510365,-0.520954283302092
"1482277609003",-0.046135902,-0.038215876,-0.14237404,-0.024612427,-0.005722046,0.0042419434,167.69208,11.501301,-71.44217,0.013903618,0.0498088,0.080994606,0.0059051514,0.008163452,0.009887695,167.76245,11.522381,-71.40371,-0.0147025034492308,0.000645738311230769,-0.0309835577538462,-0.0127540001615385,0.00306466906923077,0.00647676907692308,167.721821538462,11.5117622307692,-71.4318638461538,-0.013835907,-2.1219254e-05,-0.020652294,-0.013824463,0.0031738281,0.006011963,167.71234,11.510249,-71.439445,0.018843738857368,0.0282871396173203,0.0835100495135558,0.0101262844609627,0.00382630602694877,0.00184323822044581,0.0221441891723863,0.00674040787779003,0.0126220348256928,0.00035508649412468,0.000800162267729771,0.00697392836975655,0.000102541636984335,1.46406178118645e-05,3.39752713731223e-06,167.721822887853,11.511764052308,71.4318648755313,0.0233224303214186,0.0271850749865591,0.0860084483780498,0.0160411451859053,0.00478608534667121,0.00671451536387903,0.0931687568368384,0.01803634298833,182.66264507013,60,13,-0.137965685439107,0.0707343592445511,-0.371138461084344,0.317133942638553,-0.085585703286999,0.756504620673487,1.28451826179559,0.673504095004395,1.8018855004414
"1482277609033",-0.046135902,-0.08543247,-0.020652294,-0.024612427,-0.023208618,0.00077819824,167.66492,11.464709,-71.44217,0.00935936,0.011186123,0.17805028,0.02168274,0.0038604736,0.009887695,167.72278,11.522381,-71.38521,-0.0170403994153846,-0.0248377463041538,0.0581453575923077,-0.00109980653076923,-0.00746272160769231,0.00580655609538462,167.6983,11.5070094230769,-71.4271312307692,-0.014530182,-0.019182444,0.069443464,-0.0012054443,-0.005722046,0.006011963,167.70154,11.51173,-71.43491,0.0145732085999291,0.0291977158074633,0.0536420642620044,0.0178787776042374,0.0104521488109767,0.0027508498204207,0.0173210777185865,0.0165733993996484,0.0184949455669812,0.000212378408897047,0.000852506608373391,0.00287747105828901,0.000319650688621782,0.000109247414766803,7.56717473450858e-06,167.698300825713,11.5070204402054,71.4271334410671,0.0220548593386695,0.0374678904987932,0.0776981965058756,0.0172125462531706,0.0125114340213649,0.00637974749180278,0.0890352142646027,0.0222150603836152,182.63889785818,60,13,-0.516746342750524,-0.58106966395381,-0.631860829544638,0.0177256697693469,-0.499612751168717,-0.224011034434412,-0.561166005830319,-0.854485578229163,1.26176676799559
