"DownTime","EventTime","Keypress","WindowSize","XminA","YminA","ZminA","XminG","YminG","ZminG","XminO","YminO","ZminO","XmaxA","YmaxA","ZmaxA","XmaxG","YmaxG","ZmaxG","XmaxO","YmaxO","ZmaxO","XmeanA","YmeanA","ZmeanA","XmeanG","YmeanG","ZmeanG","XmeanO","YmeanO","ZmeanO","XmedianA","YmedianA","ZmedianA","XmedianG","YmedianG","ZmedianG","XmedianO","YmedianO","ZmedianO","XsdA","YsdA","ZsdA","XsdG","YsdG","ZsdG","XsdO","YsdO","ZsdO","XvarA","YvarA","ZvarA","XvarG","YvarG","ZvarG","XvarO","YvarO","ZvarO","XskewA","YskewA","ZskewA","XskewG","YskewG","ZskewG","XskewO","YskewO","ZskewO","XrmsA","YrmsA","ZrmsA","XrmsG","YrmsG","ZrmsG","XrmsO","YrmsO","ZrmsO","MagnRmsA","MagnRmsG","MagnRmsO","TotalTime"
19461573,19461647,"6",14,-0.12392998,-0.108303696,-0.12958431,-0.08836365,-0.06478882,-0.0043792725,235.14651,-4.796329,61.125854,0.1356678,0.022623897,0.15639925,0.041885376,0.054260254,0.015289307,235.25172,-4.5180454,61.235767,0.0108171189185714,-0.0543773918857143,0.0094284336,-0.0419856483571429,-0.0117307390142857,0.00499725344714286,235.18688,-4.61705543571429,61.165808,0.00470256793,-0.051194816,0.030519724,-0.053359985,-0.0111236571,0.00344848633,235.17584,-4.5804665,61.161465,0.071442367072427,0.0422147003726459,0.0911521727956025,0.0436751324806022,0.0411778500723952,0.00825097337652988,0.0380508677754056,0.0990940110984793,0.0349220062424837,0.0051040118129114,0.00178208092755227,0.00830871860535939,0.00190751719719816,0.00169561533658466,6.80785616602049e-05,0.0014478685384614,0.00981962303558554,0.00121954652000007,0.256761550847242,-0.226170683976465,-0.694156477672604,0.78129150366577,-0.044228772013478,0.563121602676007,0.870413789128679,-1.1077037444147,0.373088530754163,0.0696882314473477,0.0679094263045982,0.0883410100979504,0.0594479657919134,0.0413776533073267,0.00939086520353081,235.186882858258,4.61804277999338,61.1658172570997,0.131424023102342,0.0730366974834481,243.054424745633,74
19462131,19462172,"1",8,-0.050236702,-0.052454382,-0.16322994,0.007446289,-0.055862427,0.0059051514,234.63162,-4.149704,61.87041,0.01756382,0.021118373,0.030384064,0.038650513,0.03527832,0.008880615,234.67413,-4.116683,61.94843,-0.01109874255,-0.000107333,-0.0791244515,0.0249767304375,-0.0160274505,0.007541656475,234.65133875,-4.139480675,61.920603875,-0.011534691,0.01157145225,-0.0842230325,0.0264587405,-0.023208618,0.0077056885,234.65259,-4.1461538,61.9316255,0.0227769722155627,0.0241062722413503,0.064983585782646,0.0119405805306943,0.0374403380283739,0.00103189999812515,0.0130349096522706,0.0126689274167433,0.0291155932224723,0.000518790463308516,0.000581112361374097,0.00422286642117051,0.000142577463409997,0.0014017789116789,1.06481760613068e-06,0.000169908869642858,0.000160501721890711,0.000847717768696477,0.0574196314427777,-1.45341243138792,0.235378562382822,-0.372346233591498,0.57540886740054,-0.476883492483852,-0.287976679557057,1.58019494006607,-1.13564146700859,0.0240233998756656,0.0225496083463821,0.0997781887172745,0.0273604156370346,0.0385153958469726,0.00760317682237325,234.65133906679,4.13949763832583,61.9206098645492,0.105077569070955,0.0478522346277846,242.719072782781,41
19462589,19462663,"4",15,-0.10389519,-0.06513476,-0.44572973,-0.052871704,-0.05697632,-0.0028686523,235.05962,-4.474197,61.968304,0.076164246,0.026542515,0.18703938,0.071762085,0.049301147,0.015625,235.1347,-4.325227,62.16035,-0.00722421033333333,-0.00479328806,-0.0815283123333333,0.0142985025333333,-0.0244628907933333,0.0058024088378,235.093926,-4.41855638666667,62.0556677333333,0.020604134,0.0024405718,-0.0342412,0.026809692,-0.034729004,0.0054626465,235.09372,-4.4276104,62.02709,0.0592357497410843,0.0264142760383223,0.193826599258544,0.0502920325432222,0.0294863495461888,0.0067876709322041,0.0254703227305838,0.0481662330165004,0.074436736684311,0.00350887404738836,0.000697713978628689,0.0375687505801322,0.00252928853732852,0.00086944480956003,4.60724766838885e-05,0.000648737340000096,0.00231998600299982,0.00554082776820945,-1.40936906116505,-0.821585249904822,-0.73189818911682,-0.746312417732227,1.04449482875986,0.150167417304217,0.024263532370466,0.563922862531005,1.15175924978556,0.0576813516297603,0.025964886362411,0.204232791000968,0.0506469789444776,0.0375488328476742,0.00875607940572009,235.093927287758,4.41880140563278,62.0557094010625,0.21380445872267,0.0636529673384063,243.186330871439,74
19463213,19463287,"2",14,-0.090922356,-0.03742668,-0.19878387,-0.04573059,-0.025436401,-0.017837524,235.48901,-5.181351,62.493595,0.09938526,0.048093617,0.18266582,0.040725708,0.009414673,0.010437012,235.59308,-5.079356,62.544075,0.0034166062,0.01096176685,0.0175624919571429,-0.00551932187142857,-0.0149808609571429,-0.00453948972857143,235.523413571429,-5.12267139285714,62.5066206428571,0.0035624504,0.0085637865,0.01145339,-0.0101089476,-0.01838684,-0.0057449339,235.51845,-5.1188848,62.49568,0.0449049104024673,0.0227440413845543,0.126326318111029,0.0326014212637417,0.0109105031136027,0.010832280028901,0.031529681158486,0.0332195974171519,0.0176853978124807,0.00201645097825362,0.000517291418502318,0.0159583386474888,0.00106285266841595,0.000119039078191934,0.000117338290624528,0.000994120793955787,0.00110354165255765,0.000312773295785695,-0.00974353575318474,0.316300033418224,0.145079078892497,0.422339783113309,0.936523001934916,0.333847768395681,0.472276082045837,-0.341960151677307,1.85587731299248,0.0434061281784853,0.0245051497432723,0.122991456773509,0.0318966696473532,0.0183019802729037,0.0113826161820186,235.523415531132,5.12277140973963,62.5066229660698,0.132708299539468,0.0384957655807661,243.730588898868,74
19463854,19463887,"0",6,0.014428139,-0.069984645,0.09494591,-0.0040740967,-0.023468018,-0.000289917,235.68942,-5.1939483,62.623642,0.121730804,0.1215018,0.15580177,0.0023345947,0.0013580322,0.004348755,235.73904,-5.163744,62.629505,0.0677339236666667,0.0457151636666667,0.124972105,-0.00099945069,-0.0141143799666667,0.0026067098,235.718191666667,-5.17952603333333,62.6268475,0.073728085,0.067202555,0.125193595,-0.00062561037,-0.0155944825,0.0030059814,235.72322,-5.17889765,62.627014,0.0419399835392078,0.0786325265602748,0.0274905180095099,0.00255233066727344,0.00866162313454298,0.00169924049908232,0.0207755360139407,0.0127391145935132,0.00212664907777558,0.00175896221926902,0.00618307423325233,0.00075572858043119,6.51439183510447e-06,7.50237153248502e-05,2.88741827372154e-06,0.000431622896666548,0.000162285040626662,4.5226363000037e-06,-0.428767073386879,-0.819790191411277,-0.02417087956546,-0.439410525595448,0.512641514301382,-0.704911871301844,-0.726094382835203,-0.147981242037132,-0.234876550737899,0.0778054385288887,0.08510251494588,0.127466861752995,0.00253526360450517,0.0161782410853019,0.00303333444845503,235.718192429624,5.17953908832741,62.6268475300898,0.171883463893254,0.0166542536318702,243.950847301283,33
19464537,19464619,"3",17,-0.08014488,-0.102157444,-0.25505924,-0.0670166,-0.0864563,-0.013549805,235.93976,-5.335527,62.638817,0.08570576,0.05498892,0.35089445,0.057876587,0.040374756,0.012084961,236.12242,-5.115479,62.79776,0.00416430338705882,-0.00911230202235294,0.0675961282352941,-0.0165683519235294,-0.0306890153858824,-0.001248527966,236.011630588235,-5.20281449411765,62.6881913529412,0.010228157,-0.008048981,0.14704514,-0.0440979,-0.029052734,-0.0031738281,235.99745,-5.196703,62.667942,0.0439461900915549,0.0363275898673995,0.20787884232652,0.0507857872218688,0.0421139504256022,0.0106655379051124,0.0536215627652004,0.0699387789527246,0.0525182518308404,0.00193126762356308,0.00131969378557399,0.043213613087014,0.00257919618374493,0.00177358482045008,0.000113753698805389,0.00287527199338232,0.00489143280139808,0.00275816677536757,-0.413950806677992,-0.0878110295426316,-1.14656707063887,1.626215694336,-0.116560999574688,0.541547970049538,0.793370474714473,-0.262150449685921,1.15670374975927,0.042836959140512,0.0364019063719242,0.212699018331077,0.0519806603135591,0.0510986493652718,0.0104221459805501,236.011636321297,5.20325689944873,62.688212057967,0.220002218749993,0.073632072770149,244.250646452455,82
19465294,19465377,"9",16,-0.14311695,-0.15516981,-0.11810732,-0.0499115,-0.05369568,-0.0059814453,236.27983,-5.435968,62.613518,0.18111324,0.047625363,0.31660318,0.040786743,0.046218872,0.0056762695,236.58244,-5.2452116,62.759075,0.00515752958125,-0.0417593120375,0.1555720860625,-0.01444149011875,-0.0030136109175,0.000296592701875,236.372479375,-5.3139984375,62.6701430625,0.01905679615,-0.032439679,0.16885519,-0.021499634,0.010269165,0.00029754638,236.316775,-5.2833071,62.657175,0.0847034612262045,0.0542107343829165,0.127649618303175,0.02992342812134,0.0317744012357885,0.00308632646758865,0.102913566806892,0.0676853239986421,0.0470261794188008,0.00717467634369913,0.00293880372233512,0.0162944250529462,0.000895411550532999,0.00100961257389288,9.52541106453826e-06,0.0105912022329166,0.00458130308480115,0.00221146155072925,-0.492279761684048,-0.515744703161792,-0.31217728922507,0.707620515867612,-1.25410161018605,-0.000927003155708053,1.62382016467846,-1.36032461781299,0.827287863501156,0.0821757822207942,0.067074351517808,0.19869246953263,0.0323729048043984,0.0309126776385782,0.0030030051787851,236.3725003784,5.31440254077487,62.6701596034302,0.225234378512937,0.0448621961607443,244.597119186269,83
19465935,19466018,"7",16,-0.07072449,-0.023080945,-0.52098656,-0.04093933,-0.00680542,-0.009735107,236.05408,-5.238509,62.598595,0.045226097,0.121032834,0.23963022,0.06567383,0.035629272,0.0022888184,236.24495,-4.967824,62.678677,-0.00972950484375,0.052185993525,-0.05819299814375,0.027736664125,0.0145597457,-0.003468513485875,236.120904375,-5.122001775,62.64038775,-0.00020504,0.0395379515,-0.049397468,0.0406570435,0.020072937,-0.00370788575,236.087145,-5.1365328,62.646002,0.038066935653036,0.0467124128060869,0.224111178356204,0.0381047812073665,0.0133446070115766,0.00403923219028212,0.0727996239888429,0.101631973580768,0.0283613954651979,0.00144909159001239,0.00218204951016627,0.0502258202642062,0.00145197435086127,0.000178078536293419,1.63153966870113e-05,0.00529978525291691,0.010329058053922,0.000804368752733345,-0.750609263421789,0.812292146683026,-0.117738841162626,-1.01722505409653,-1.2394200807601,0.177785469749102,1.39119022119519,0.428930714066609,-0.593861822513228,0.038120685069148,0.0690583038886145,0.224662261028976,0.0461578648847139,0.0194662482934886,0.00522745350967083,236.120914896196,5.12294697171742,62.6403937692449,0.238107890454653,0.0503667507740476,244.342280354133,83
19466668,19466734,"8",13,-0.06396675,-0.17410928,-0.13235617,-0.048934937,-0.058288574,-0.00894165,236.92838,-5.7272787,62.770824,0.11755085,0.03127551,0.2982731,0.041992188,-0.0005187988,-0.00033569336,237.0462,-5.615644,62.828377,0.0148560452923077,-0.0622279279230769,0.106958829769231,-0.0058664174,-0.0228576659153846,-0.00536405115076923,236.975458461538,-5.65829966923077,62.7943703846154,0.01453495,-0.071505934,0.16427135,-0.0103302,-0.0181427,-0.006072998,236.9748,-5.6441016,62.792572,0.0491647065407205,0.0539486939909808,0.135818973861609,0.0346999099813122,0.0199781100461892,0.00323641996134103,0.0386805909223531,0.0379010082792307,0.0169819033608261,0.00241716836923517,0.00291046158333249,0.0184467936608204,0.00120408375271117,0.000399124881017645,1.04744141661667e-05,0.00149618811410243,0.00143648642858231,0.000288385041756438,0.0195930362388157,0.51593497769237,-1.26593181941944,0.385918805184566,-0.708019813358269,0.657158395108598,0.0510691426457215,-1.1238278248035,0.317700185398381,0.0495170114461643,0.0809870047395,0.168724630088995,0.0338508017436894,0.0298478786213115,0.00620013989742225,236.975461375546,5.65841683991994,62.7943725042447,0.193594499296606,0.0455545208692915,245.219330790803,66
19467517,19467600,"5",16,-0.18988895,-0.12483886,-0.09616375,-0.06903076,-0.07885742,-0.020462036,237.25954,-5.797643,62.90094,0.16257286,0.105736166,0.4364934,0.07885742,0.027511597,0.017425537,237.51772,-5.5043807,62.99298,0.0258594161125,-0.020437354625,0.1417148996875,-0.0143270493375,-0.02160644534375,0.00025272370625,237.365545,-5.6217486375,62.955227875,0.0160894395,-0.036287576,0.136634825,-0.030830383,-0.016532898,0.00547790525,237.35423,-5.603369,62.962114,0.0761190923872511,0.0675702939797638,0.177624525068111,0.0517373817751974,0.0362574845054816,0.0144591348285685,0.0869538341113633,0.0993951914776826,0.0345975211383233,0.00579411622585887,0.0045657446285117,0.0315504719056718,0.00267675667295253,0.00131460518266524,0.000209066579990723,0.00756096926666649,0.00987940408888519,0.00119698846891673,0.385053590607565,0.703721433256464,0.0858002241337792,0.956948328050779,-0.419793105860636,-1.08412742650951,0.390379565741916,-0.554744265595382,-0.597105639950618,0.0781069354373996,0.0685424762705414,0.222849007637471,0.0521030106962367,0.0412223342272259,0.0140022779579968,237.365559931418,5.62257233697944,62.9552367874974,0.24588705663724,0.0678974841269268,245.636691477902,83
