DownTime,EventTime,Keypress
349594590000000,349594664000000,KEYCODE_4
349595140000000,349595223000000,KEYCODE_3
349595732000000,349595790000000,KEYCODE_2
349596257000000,349596315000000,KEYCODE_5
349596799000000,349596849000000,KEYCODE_8
349597375000000,349597441000000,KEYCODE_0
349597876000000,349597950000000,KEYCODE_3
349598368000000,349598442000000,KEYCODE_9
349598952000000,349599051000000,KEYCODE_1
349599519000000,349599568000000,KEYCODE_8
349600019000000,349600077000000,KEYCODE_5
349600561000000,349600661000000,KEYCODE_7
349601145000000,349601228000000,KEYCODE_4
349601662000000,349601728000000,KEYCODE_6
349602212000000,349602237000000,KEYCODE_2
349602754000000,349602787000000,KEYCODE_0
349603246000000,349603296000000,KEYCODE_9
349603805000000,349603871000000,KEYCODE_2
349604314000000,349604371000000,KEYCODE_5
349604906000000,349604980000000,KEYCODE_0
349605431000000,349605480000000,KEYCODE_6
349605956000000,349606056000000,KEYCODE_4
349606507000000,349606589000000,KEYCODE_7
349607015000000,349607048000000,KEYCODE_8
349607507000000,349607557000000,KEYCODE_3
349608016000000,349608116000000,KEYCODE_1
349608592000000,349608666000000,KEYCODE_2
349609125000000,349609216000000,KEYCODE_4
349609684000000,349609717000000,KEYCODE_9
349610176000000,349610267000000,KEYCODE_7
349610735000000,349610793000000,KEYCODE_8
349611302000000,349611335000000,KEYCODE_6
349611844000000,349611927000000,KEYCODE_0
349612394000000,349612461000000,KEYCODE_1
349612904000000,349612936000000,KEYCODE_5
349613404000000,349613479000000,KEYCODE_3
349613997000000,349614038000000,KEYCODE_6
349614506000000,349614605000000,KEYCODE_7
349615114000000,349615189000000,KEYCODE_0
349616082000000,349616140000000,KEYCODE_5
349616590000000,349616665000000,KEYCODE_1
349617066000000,349617140000000,KEYCODE_9
349617625000000,349617691000000,KEYCODE_8
349618150000000,349618216000000,KEYCODE_3
349618642000000,349618733000000,KEYCODE_4
349619184000000,349619259000000,KEYCODE_2
349619760000000,349619793000000,KEYCODE_6
349620286000000,349620352000000,KEYCODE_3
349620794000000,349620860000000,KEYCODE_9
349621328000000,349621377000000,KEYCODE_8
349621912000000,349622020000000,KEYCODE_7
349622471000000,349622537000000,KEYCODE_2
349623079000000,349623154000000,KEYCODE_0
349623646000000,349623704000000,KEYCODE_1
349624172000000,349624246000000,KEYCODE_4
349624689000000,349624764000000,KEYCODE_5
349625190000000,349625264000000,KEYCODE_6
349625699000000,349625765000000,KEYCODE_8
349626233000000,349626282000000,KEYCODE_2
349626783000000,349626833000000,KEYCODE_5
349627342000000,349627450000000,KEYCODE_7
349627868000000,349627951000000,KEYCODE_3
349628427000000,349628501000000,KEYCODE_1
349629035000000,349629110000000,KEYCODE_4
349629578000000,349629677000000,KEYCODE_0
349630070000000,349630128000000,KEYCODE_9
349630570000000,349630670000000,KEYCODE_4
349631146000000,349631228000000,KEYCODE_0
349631646000000,349631720000000,KEYCODE_6
349632180000000,349632263000000,KEYCODE_7
349632689000000,349632755000000,KEYCODE_5
349633222000000,349633297000000,KEYCODE_2
349633781000000,349633848000000,KEYCODE_8
349634357000000,349634431000000,KEYCODE_1
349634874000000,349634949000000,KEYCODE_3
349635375000000,349635449000000,KEYCODE_9
349635984000000,349636050000000,KEYCODE_1
349636518000000,349636575000000,KEYCODE_5
349637035000000,349637101000000,KEYCODE_9
349637602000000,349637668000000,KEYCODE_2
349638144000000,349638177000000,KEYCODE_6
349638645000000,349638703000000,KEYCODE_3
349639154000000,349639245000000,KEYCODE_4
349639687000000,349639729000000,KEYCODE_8
349640255000000,349640312000000,KEYCODE_7
349640839000000,349640888000000,KEYCODE_0
349641348000000,349641439000000,KEYCODE_4
349641906000000,349641989000000,KEYCODE_7
349642440000000,349642464000000,KEYCODE_9
349642932000000,349642982000000,KEYCODE_6
349643458000000,349643474000000,KEYCODE_2
349643942000000,349644008000000,KEYCODE_5
349644492000000,349644525000000,KEYCODE_3
349645151000000,349645242000000,KEYCODE_0
349645735000000,349645793000000,KEYCODE_8
349646236000000,349646327000000,KEYCODE_1
349646878000000,349646969000000,KEYCODE_0
349647445000000,349647561000000,KEYCODE_7
349647996000000,349648053000000,KEYCODE_8
349648513000000,349648562000000,KEYCODE_3
349648997000000,349649104000000,KEYCODE_4
349649539000000,349649588000000,KEYCODE_6
349650031000000,349650130000000,KEYCODE_1
349650606000000,349650673000000,KEYCODE_9
349651149000000,349651223000000,KEYCODE_2
349651682000000,349651732000000,KEYCODE_5
349652191000000,349652274000000,KEYCODE_1
349652683000000,349652758000000,KEYCODE_5
349653217000000,349653308000000,KEYCODE_4
349653784000000,349653867000000,KEYCODE_0
349654327000000,349654418000000,KEYCODE_7
349654861000000,349654918000000,KEYCODE_3
349655419000000,349655469000000,KEYCODE_2
349655962000000,349656003000000,KEYCODE_6
349656420000000,349656478000000,KEYCODE_9
349656921000000,349656978000000,KEYCODE_8
349657546000000,349657604000000,KEYCODE_0
349658047000000,349658096000000,KEYCODE_9
349658547000000,349658597000000,KEYCODE_6
349659056000000,349659147000000,KEYCODE_4
349659606000000,349659656000000,KEYCODE_3
349660123000000,349660165000000,KEYCODE_5
349660657000000,349660715000000,KEYCODE_8
349661216000000,349661274000000,KEYCODE_2
349661783000000,349661849000000,KEYCODE_1
349662342000000,349662458000000,KEYCODE_7
349662910000000,349662959000000,KEYCODE_2
349663460000000,349663526000000,KEYCODE_3
349663986000000,349664043000000,KEYCODE_5
349664519000000,349664594000000,KEYCODE_1
349665128000000,349665228000000,KEYCODE_7
349665646000000,349665703000000,KEYCODE_6
349666196000000,349666287000000,KEYCODE_4
349666755000000,349666804000000,KEYCODE_9
349667264000000,349667288000000,KEYCODE_8
349667822000000,349667922000000,KEYCODE_0
349668606000000,349668681000000,KEYCODE_3
349669174000000,349669265000000,KEYCODE_0
349669675000000,349669724000000,KEYCODE_8
349670226000000,349670275000000,KEYCODE_9
349670677000000,349670734000000,KEYCODE_6
349671211000000,349671319000000,KEYCODE_7
349671770000000,349671836000000,KEYCODE_2
349672305000000,349672396000000,KEYCODE_1
349672847000000,349672913000000,KEYCODE_5
349673398000000,349673498000000,KEYCODE_4
349673958000000,349674007000000,KEYCODE_3
349674434000000,349674509000000,KEYCODE_9
349674977000000,349675051000000,KEYCODE_0
349675461000000,349675519000000,KEYCODE_8
349675971000000,349676070000000,KEYCODE_1
349676555000000,349676655000000,KEYCODE_7
349677081000000,349677139000000,KEYCODE_5
349677574000000,349677665000000,KEYCODE_4
349678033000000,349678107000000,KEYCODE_6
349678567000000,349678617000000,KEYCODE_2
349679043000000,349679101000000,KEYCODE_5
349679561000000,349679644000000,KEYCODE_1
349680095000000,349680178000000,KEYCODE_0
349680605000000,349680654000000,KEYCODE_9
349681081000000,349681180000000,KEYCODE_4
349681665000000,349681723000000,KEYCODE_2
349682191000000,349682232000000,KEYCODE_8
349683118000000,349683176000000,KEYCODE_6
349683619000000,349683677000000,KEYCODE_3
349684095000000,349684169000000,KEYCODE_7
349684579000000,349684645000000,KEYCODE_9
349685063000000,349685113000000,KEYCODE_8
349685647000000,349685722000000,KEYCODE_0
349686181000000,349686239000000,KEYCODE_2
349686665000000,349686723000000,KEYCODE_6
349687182000000,349687273000000,KEYCODE_1
349687708000000,349687757000000,KEYCODE_5
349688192000000,349688266000000,KEYCODE_3
349688709000000,349688809000000,KEYCODE_4
349689302000000,349689385000000,KEYCODE_7
349689811000000,349689868000000,KEYCODE_6
349690328000000,349690361000000,KEYCODE_9
349690812000000,349690870000000,KEYCODE_8
349691329000000,349691404000000,KEYCODE_1
349691855000000,349691946000000,KEYCODE_7
349692389000000,349692455000000,KEYCODE_2
349692914000000,349692997000000,KEYCODE_0
349693507000000,349693564000000,KEYCODE_3
349694024000000,349694082000000,KEYCODE_4
349694541000000,349694582000000,KEYCODE_5
349695092000000,349695166000000,KEYCODE_0
349695617000000,349695667000000,KEYCODE_2
349696118000000,349696192000000,KEYCODE_3
349696610000000,349696660000000,KEYCODE_5
349697119000000,349697227000000,KEYCODE_7
349697653000000,349697728000000,KEYCODE_1
349698129000000,349698195000000,KEYCODE_6
349698637000000,349698679000000,KEYCODE_8
349699130000000,349699187000000,KEYCODE_9
349699689000000,349699771000000,KEYCODE_4
349700273000000,349700355000000,KEYCODE_7
349700807000000,349700856000000,KEYCODE_2
349701332000000,349701382000000,KEYCODE_8
349701883000000,349701966000000,KEYCODE_1
349702375000000,349702441000000,KEYCODE_6
349702901000000,349702967000000,KEYCODE_9
349703401000000,349703484000000,KEYCODE_4
349703910000000,349703968000000,KEYCODE_5
349704461000000,349704535000000,KEYCODE_0
349704979000000,349705036000000,KEYCODE_3
349705446000000,349705521000000,KEYCODE_9
349705988000000,349706063000000,KEYCODE_0
349706531000000,349706580000000,KEYCODE_3
349707015000000,349707064000000,KEYCODE_5
349707515000000,349707573000000,KEYCODE_8
349708032000000,349708132000000,KEYCODE_4
349708600000000,349708691000000,KEYCODE_7
349709117000000,349709175000000,KEYCODE_6
349709634000000,349709717000000,KEYCODE_1
349710177000000,349710243000000,KEYCODE_2
349710744000000,349710843000000,KEYCODE_4
349711253000000,349711302000000,KEYCODE_8
349711720000000,349711786000000,KEYCODE_6
349712245000000,349712337000000,KEYCODE_7
349712813000000,349712896000000,KEYCODE_0
349713338000000,349713379000000,KEYCODE_5
349713847000000,349713913000000,KEYCODE_2
349714390000000,349714448000000,KEYCODE_9
349714882000000,349714957000000,KEYCODE_3
349715400000000,349715482000000,KEYCODE_1
349715967000000,349716066000000,KEYCODE_7
349716517000000,349716567000000,KEYCODE_5
349717035000000,349717134000000,KEYCODE_4
349717577000000,349717668000000,KEYCODE_1
349718128000000,349718210000000,KEYCODE_8
349718678000000,349718728000000,KEYCODE_2
349719171000000,349719237000000,KEYCODE_9
349719679000000,349719754000000,KEYCODE_3
349720263000000,349720338000000,KEYCODE_0
349720764000000,349720822000000,KEYCODE_6
349721265000000,349721364000000,KEYCODE_7
349721832000000,349721873000000,KEYCODE_5
349722358000000,349722407000000,KEYCODE_9
349722850000000,349722908000000,KEYCODE_8
349723409000000,349723467000000,KEYCODE_6
349723918000000,349724009000000,KEYCODE_1
349724477000000,349724560000000,KEYCODE_0
349724986000000,349725044000000,KEYCODE_2
349725495000000,349725552000000,KEYCODE_3
349726020000000,349726078000000,KEYCODE_4
349726546000000,349726587000000,KEYCODE_3
349727105000000,349727188000000,KEYCODE_4
349727689000000,349727780000000,KEYCODE_7
349728231000000,349728314000000,KEYCODE_0
349728749000000,349728790000000,KEYCODE_8
349729274000000,349729307000000,KEYCODE_9
349729808000000,349729841000000,KEYCODE_5
349730317000000,349730383000000,KEYCODE_2
349730934000000,349731001000000,KEYCODE_6
349731527000000,349731601000000,KEYCODE_1
