Timestamp,x,y,z,a,b,c,alpha,beta,gamma
1482277624319,-0.014567375,-0.03014946,-0.3433361,-0.045547485,0.019729614,-0.033096313,168.55768,13.478331,-72.324615
1482277624329,-0.06385231,-0.069642544,-0.26610875,-0.067855835,0.0211792,-0.0370636,168.60742,13.5566,-72.340096
1482277624333,-0.05145836,-0.0069315434,-0.12366986,-0.082336426,0.014923096,-0.03742981,168.64429,13.625622,-72.347595
1482277624338,-0.13612556,-0.03972119,0.15379453,-0.08369446,0.0027770996,-0.03540039,168.67828,13.675508,-72.33996
1482277624344,-0.1565504,-0.053563,0.3716135,-0.07260132,-0.013092041,-0.030075073,168.70819,13.712058,-72.31878
1482277624348,-0.2028799,-0.10338038,0.5210118,-0.053131104,-0.023620605,-0.021957397,168.73572,13.735399,-72.28888
1482277624353,-0.1992445,-0.047462523,0.48957062,-0.026168823,-0.026763916,-0.010726929,168.74878,13.733253,-72.26115
1482277624359,-0.12943554,-0.021314919,0.34283137,0.0044555664,-0.022445679,0.0011291504,168.74341,13.714769,-72.24143
1482277624363,-0.1427126,-0.022384048,0.27296925,0.0332489,-0.016342163,0.012680054,168.72778,13.680346,-72.22728
1482277624368,-0.061369896,0.020810604,0.11884022,0.058288574,-0.013702393,0.02319336,168.70038,13.634528,-72.22103
1482277624376,-0.009020805,0.095933735,0.0083322525,0.078704834,-0.014175415,0.031280518,168.6576,13.566265,-72.220024
1482277624379,0.038146973,0.1157527,0.03313327,0.08946228,-0.016708374,0.03630066,168.60193,13.486035,-72.216934
1482277624383,0.0494833,0.132864,-0.08404541,0.09240723,-0.01953125,0.039031982,168.54034,13.40347,-72.21858
1482277624389,0.11737156,0.14287907,-0.1483059,0.08943176,-0.020111084,0.038711548,168.479,13.324132,-72.22208
1482277624393,0.17760944,0.09866011,-0.1341157,0.08027649,-0.018692017,0.03413391,168.43286,13.253886,-72.22344
1482277624398,0.14534664,0.050981462,-0.23529267,0.065475464,-0.014022827,0.02722168,168.40082,13.213393,-72.23059
1482277624403,0.08511543,0.05371809,-0.16999483,0.046417236,-0.005126953,0.019348145,168.37415,13.180155,-72.23744
1482277624409,0.07741451,0.05467719,-0.0811789,0.028045654,0.003479004,0.011779785,168.35596,13.156895,-72.24226
1482277624413,0.11471081,0.13882333,-0.20751572,0.011871338,0.01109314,0.004211426,168.34344,13.137619,-72.25475
1482277624418,0.21079826,0.1566922,-0.18132329,-0.0037841797,0.018569946,-0.0021820068,168.32568,13.1261015,-72.2665
1482277624424,0.1314888,0.17263311,-0.28713322,-0.019897461,0.024246216,-0.008468628,168.3122,13.128684,-72.28606
1482277624429,0.033927917,0.17693597,-0.113530874,-0.034439087,0.026885986,-0.013259888,168.29956,13.129794,-72.29871
1482277624433,0.022140503,0.07997489,-0.064116955,-0.04309082,0.023834229,-0.014877319,168.30347,13.149561,-72.3079
1482277624439,-0.08643246,0.040511787,-0.12873244,-0.04537964,0.016555786,-0.014724731,168.31287,13.177276,-72.31932
1482277624443,-0.07383633,-0.015284121,-0.02327609,-0.04220581,0.0072784424,-0.012374878,168.32788,13.205424,-72.322754
1482277624448,-0.11809826,-0.07797867,-0.0512774,-0.03614807,-5.187988E-4,-0.007827759,168.3471,13.237423,-72.325516
1482277624453,-0.124251366,-0.10041642,0.022275448,-0.026275635,-0.0030212402,-0.0014343262,168.36096,13.261965,-72.324234
1482277624459,-0.097304344,-0.08071691,0.038440228,-0.013137817,-0.005584717,0.005584717,168.36804,13.272066,-72.322044
1482277624463,-0.03992462,-0.09468794,0.040098906,1.9836426E-4,-0.008666992,0.011581421,168.37158,13.274707,-72.31819
1482277624468,-0.013708115,-0.08533889,0.10538912,0.013153076,-0.009429932,0.016281128,168.36932,13.265471,-72.3111
1482277624473,-0.0184021,-0.09526801,0.028413057,0.02470398,-0.010848999,0.019180298,168.37292,13.254297,-72.30737
1482277624478,0.019402504,-0.1383987,0.06995058,0.034072876,-0.01373291,0.021347046,168.3742,13.243216,-72.30015
1482277624483,0.042657852,-0.11065316,0.037664175,0.042297363,-0.018173218,0.022033691,168.36743,13.222001,-72.29294
1482277624488,0.060980797,-0.11362803,0.07645464,0.046829224,-0.020828247,0.021331787,168.3648,13.203523,-72.28335
1482277624493,0.05316925,-0.09999484,0.053511858,0.047546387,-0.018920898,0.015701294,168.3623,13.184737,-72.27474
1482277624498,0.12098217,-0.06722325,0.021470785,0.04524231,-0.015686035,0.008132935,168.36255,13.1696005,-72.267334
1482277624502,0.10328674,-0.03667158,-0.13520122,0.039657593,-0.010879517,5.645752E-4,168.36523,13.164146,-72.26833
1482277624510,0.0834074,-0.072019935,-0.12040615,0.029205322,-0.007858276,-0.006210327,168.38062,13.173063,-72.26918
1482277624513,0.02827835,-0.05939293,-0.17646241,0.016418457,-0.0065460205,-0.0116119385,168.39899,13.191308,-72.27339
1482277624517,-0.066495895,-0.1031732,-0.08317089,0.0027008057,-0.004638672,-0.016403198,168.42719,13.220355,-72.27481
1482277624522,-0.056602478,-0.09186214,0.0401814,-0.011352539,-0.0016021729,-0.020812988,168.4591,13.251917,-72.27088
1482277624528,-0.06798077,-0.052068293,0.030553102,-0.021972656,0.0033111572,-0.020904541,168.48676,13.283348,-72.26904
1482277624532,-0.060276985,-0.03852135,-0.0022566319,-0.028289795,0.011260986,-0.019836426,168.50342,13.316342,-72.270744
1482277624537,-0.05253601,-0.055859327,0.076458216,-0.02935791,0.016448975,-0.016159058,168.53125,13.348904,-72.2705
1482277624542,-0.10146141,-0.10155034,0.08146715,-0.024459839,0.016448975,-0.012069702,168.56366,13.385786,-72.27126
1482277624547,-0.07919121,-0.09774554,0.116924524,-0.015060425,0.015319824,-0.0066833496,168.58911,13.411263,-72.26959
1482277624552,-0.047657967,-0.014113486,-0.036836147,-0.00340271,0.012420654,5.950928E-4,168.59863,13.421506,-72.275444
1482277624557,-0.056529045,-0.023630857,0.023000717,0.0057373047,0.011001587,0.004501343,168.60126,13.423041,-72.278366
1482277624562,-0.048791885,0.01859349,0.06578684,0.014389038,0.011779785,0.007736206,168.59406,13.4111595,-72.2799
1482277624567,-0.059990883,0.053133428,-0.009832621,0.020187378,0.010986328,0.010971069,168.57806,13.3918495,-72.285645
1482277624573,-0.0026435852,-2.155304E-4,0.04729581,0.027908325,0.009094238,0.012237549,168.57318,13.37353,-72.28729
1482277624577,0.011657715,0.020015955,-0.021422863,0.036071777,0.0029907227,0.014343262,168.5597,13.352652,-72.29054
1482277624582,0.028123856,-0.007370949,-0.019057274,0.040756226,-0.003540039,0.015533447,168.54736,13.330108,-72.291664
1482277624587,0.018424988,0.010290265,-0.12314129,0.041137695,-0.006072998,0.0146484375,168.531,13.307164,-72.29666
1482277624592,-0.0077381134,0.07274485,-0.023395538,0.039123535,-0.006225586,0.012557983,168.49384,13.272206,-72.297775
1482277624597,0.020602226,0.06401467,-0.16524506,0.033920288,-0.006225586,0.010391235,168.47174,13.246778,-72.304665
1482277624603,0.020358086,0.06260431,-0.16195154,0.02508545,-0.0071868896,0.0074310303,168.45142,13.2244005,-72.310974
1482277624607,0.05786228,0.10410082,-0.061879158,0.015777588,-0.0093688965,0.002960205,168.42896,13.199553,-72.312195
1482277624612,0.033646584,0.13134408,-0.0075383186,0.003967285,-0.009429932,7.171631E-4,168.41284,13.173032,-72.31093
1482277624617,0.030911446,0.16800517,-0.050273895,-0.0058135986,-0.004135132,6.713867E-4,168.38324,13.146833,-72.312706
1482277624622,-0.035484314,0.18561602,-0.059406996,-0.012298584,-0.0019683838,-3.6621094E-4,168.35114,13.121702,-72.31707
1482277624627,-0.051750183,0.1487897,0.033058405,-0.016586304,-0.0040740967,0.0039520264,168.32349,13.099088,-72.31719
1482277624632,0.002940178,0.07670802,0.12709284,-0.018585205,-0.0030822754,0.007965088,168.31152,13.081387,-72.31154
1482277624637,0.05721283,0.023955941,0.18030024,-0.016281128,-5.79834E-4,0.011444092,168.29974,13.067494,-72.30282
1482277624642,0.035574913,-0.026199043,0.23327088,-0.009979248,0.0074768066,0.0134887695,168.29388,13.056645,-72.293
1482277624647,0.08984184,-0.05952859,0.25568724,-0.00680542,0.025924683,0.01322937,168.29602,13.050543,-72.28463
1482277624653,0.03555107,0.0107937455,-0.033491135,-0.004714966,0.04475403,0.008834839,168.28632,13.040834,-72.29115
1482277624658,0.06914711,0.01777327,-0.04938698,-0.00390625,0.05456543,0.003540039,168.28943,13.045816,-72.30637
1482277624663,0.05038166,0.010697067,-0.006575346,-0.0059051514,0.05355835,-4.272461E-4,168.29791,13.056457,-72.32412
1482277624668,0.11444759,0.00855428,-0.17871666,-0.0079956055,0.052627563,-0.0028839111,168.30835,13.067877,-72.337265
1482277624672,0.04815197,0.027892232,-0.17940092,-0.008377075,0.053833008,-0.0063476563,168.31885,13.089806,-72.35834
1482277624677,0.029577255,0.056803286,-0.25804162,-0.011627197,0.055023193,-0.011764526,168.33405,13.113185,-72.38071
1482277624683,0.058254242,0.06449163,-0.27495885,-0.015014648,0.049041748,-0.016860962,168.34882,13.14022,-72.40645
1482277624688,0.022825241,-0.0031596422,-0.27793503,-0.01939392,0.039352417,-0.019897461,168.36536,13.170379,-72.4304
1482277624695,-0.0054302216,4.6145916E-4,-0.19658542,-0.024520874,0.02909851,-0.021560669,168.38904,13.214831,-72.45174
1482277624700,-0.028840065,-0.0666728,-0.095003605,-0.03010559,0.017929077,-0.019424438,168.4115,13.250685,-72.46588
1482277624702,-0.056877136,-0.12857902,0.043163776,-0.033447266,0.009674072,-0.018157959,168.44324,13.29367,-72.47287
1482277624707,-0.046992302,-0.13115668,0.21056199,-0.031311035,0.003189087,-0.015579224,168.48193,13.338804,-72.47134
1482277624712,-0.08445835,-0.1528585,0.18747377,-0.024154663,-0.0026245117,-0.011688232,168.50903,13.372815,-72.46044
1482277624717,-0.06495857,-0.10134953,0.19523263,-0.015670776,-0.0045166016,-0.009567261,168.54297,13.404996,-72.44979
1482277624723,-0.06204319,-0.04339218,0.04032874,-0.011917114,-3.6621094E-4,-0.0076904297,168.56702,13.425748,-72.43907
1482277624727,-0.051956177,-0.045008242,-0.1388998,-0.010131836,0.008926392,-0.0060272217,168.58032,13.440543,-72.43797
1482277624732,0.0029201508,-0.09625876,-0.16314554,-0.010940552,0.012191772,-0.003326416,168.59131,13.462516,-72.447075
1482277624737,-0.015879631,-0.09044075,-0.52489066,-0.013900757,0.00894165,-0.002243042,168.61292,13.49234,-72.45635
1482277624742,0.13571072,-0.110577345,-0.55460644,-0.017242432,0.018081665,-0.0017547607,168.63208,13.534192,-72.48159
1482277624747,-0.01342392,-0.19172859,-0.011692524,-0.025024414,0.047668457,-0.002532959,168.66089,13.585808,-72.51105
1482277624753,-0.076823235,-0.0102315545,0.51566863,-0.03186035,0.032608032,-0.002532959,168.70453,13.638475,-72.5236
1482277624757,-0.31021023,-0.04760492,0.441926,-0.019607544,-0.018035889,-0.0021972656,168.71075,13.625608,-72.48312
1482277624766,-0.13580036,0.03292674,0.48146796,0.0013275146,-0.035064697,2.4414063E-4,168.69409,13.592103,-72.454
1482277624771,-0.019376755,0.08397108,0.46665502,0.018325806,-0.030471802,0.006011963,168.6709,13.543145,-72.426704
1482277624776,0.07504463,0.11062068,0.45492625,0.030212402,-0.016418457,0.0110321045,168.6394,13.486425,-72.402954
1482277624781,0.0107011795,0.061189532,0.27383947,0.042144775,-0.0037841797,0.012420654,168.6164,13.440659,-72.391335
1482277624786,0.10982418,0.06415534,0.09444022,0.0544281,0.0027160645,0.01210022,168.59741,13.403052,-72.38743
1482277624791,0.1347971,0.107126534,0.0010104179,0.063705444,-0.0056152344,0.009750366,168.57849,13.358023,-72.38498
1482277624796,0.07430649,0.093339086,-4.0769577E-4,0.06321716,-0.023925781,0.0050201416,168.55408,13.316297,-72.37798
1482277624801,0.044834137,0.11309904,-0.061293125,0.05545044,-0.036346436,-8.087158E-4,168.52924,13.278959,-72.37103
1482277624806,-0.003206253,0.08592111,-0.20159626,0.04396057,-0.031692505,-0.0068511963,168.51508,13.260911,-72.3723
1482277624812,0.020255089,0.1018973,-0.40108204,0.028671265,-0.011367798,-0.011260986,168.51276,13.260614,-72.38799
1482277624816,0.0060634613,0.02602619,-0.36648393,0.0093688965,0.012130737,-0.014038086,168.52344,13.282479,-72.40758
1482277624821,-0.03147888,-0.03462988,-0.30094075,-0.012771606,0.023086548,-0.015823364,168.54865,13.321969,-72.42676
1482277624826,-0.09473419,-0.04020214,-0.19357371,-0.030334473,0.01979065,-0.01689148,168.5741,13.363282,-72.4408
1482277624831,-0.110396385,-0.062115967,-0.10641909,-0.040405273,0.009643555,-0.016983032,168.59656,13.4054575,-72.448044
1482277624836,-0.15915489,-0.0721699,0.0053670406,-0.042236328,-0.003768921,-0.0138549805,168.61847,13.439874,-72.44733
1482277624841,-0.13450527,-0.023385465,0.1840496,-0.038208008,-0.015945435,-0.008163452,168.62451,13.452024,-72.43524
1482277624846,-0.10771942,-0.02753961,0.2760601,-0.027832031,-0.022659302,-7.324219E-4,168.62335,13.449019,-72.41816
1482277624851,-0.10475159,-0.008619845,0.28222394,-0.01260376,-0.02218628,0.008285522,168.61328,13.431616,-72.40117
1482277624856,-0.07810116,-0.011689544,0.21534944,0.002532959,-0.01675415,0.016342163,168.59552,13.407,-72.38878
1482277624861,-0.018523216,-0.020013869,0.21059918,0.019851685,-0.011428833,0.023330688,168.57483,13.374206,-72.3776
1482277624866,0.02645111,-0.021685123,0.12097144,0.037643433,-0.008850098,0.028640747,168.55078,13.33592,-72.37088
1482277624871,0.068704605,0.03982508,0.020194769,0.051513672,-0.008926392,0.032806396,168.5169,13.280585,-72.36903
1482277624876,0.07283211,-0.01707238,-0.03251624,0.059448242,-0.010009766,0.034851074,168.48907,13.238744,-72.3688
1482277624881,0.1312151,-0.0027902126,-0.1461997,0.06329346,-0.009262085,0.03175354,168.4596,13.196586,-72.372955
1482277624887,0.17024612,0.042347193,-0.19979596,0.061447144,-0.0064697266,0.02571106,168.42902,13.155259,-72.37979
1482277624891,0.18299675,0.05680746,-0.18200326,0.05279541,-0.0045166016,0.019866943,168.40552,13.118813,-72.38599
1482277624896,0.14369202,0.019695342,-0.19026256,0.04071045,-0.0040893555,0.012512207,168.3905,13.097884,-72.39246
1482277624901,0.1235857,0.09908676,-0.16296434,0.027069092,-0.0028533936,0.0048675537,168.36932,13.07375,-72.39857
1482277624907,0.05643654,0.0344221,-0.17351675,0.013031006,-0.0013122559,-0.0028076172,168.3656,13.072217,-72.40551
1482277624911,0.055933952,0.058083296,-0.18154287,0.0017700195,-1.9836426E-4,-0.00920105,168.35028,13.076076,-72.41292
1482277624916,0.015301704,0.03708154,-0.047791958,-0.005844116,8.8500977E-4,-0.015319824,168.35748,13.08599,-72.414536
1482277624920,0.050530434,0.0071247816,-0.026079178,-0.012329102,5.187988E-4,-0.019638062,168.37463,13.105879,-72.41402
1482277624927,0.031171799,-0.0129567385,-0.013950348,-0.0158844,0.0016479492,-0.022155762,168.3974,13.132171,-72.412994
1482277624931,-0.037582397,-0.009106696,-0.04432249,-0.015853882,0.0030059814,-0.022827148,168.40668,13.162376,-72.41474
1482277624935,-0.10811615,-0.04567486,-0.12404513,-0.015472412,0.0026397705,-0.021347046,168.432,13.19632,-72.42093
1482277624941,-0.083685875,0.0029906034,-0.019139051,-0.014709473,-0.0023040771,-0.017608643,168.44745,13.217008,-72.4216
1482277624946,-0.040664673,0.0651564,-0.031125307,-0.012069702,-0.0103302,-0.012512207,168.4469,13.221838,-72.4211
1482277624950,-0.061834335,0.05805862,-0.033955097,-0.006454468,-0.018188477,-0.007904053,168.4372,13.220669,-72.41905
1482277624957,-0.03332138,0.034166217,0.021962643,-7.6293945E-4,-0.023345947,-0.0019683838,168.42957,13.213632,-72.412506
1482277624961,-0.031062126,-0.0016441941,0.07718015,0.0050964355,-0.025146484,0.0018920898,168.42249,13.203221,-72.40205
1482277624966,0.025559425,-0.027946651,0.04482889,0.012634277,-0.022216797,0.0060577393,168.4187,13.194784,-72.39368
1482277624971,-0.019759178,-0.058999896,0.03640914,0.018630981,-0.018661499,0.00793457,168.40912,13.187101,-72.38672
1482277624975,-0.01507473,-0.042731583,0.014036894,0.021469116,-0.015426636,0.01071167,168.40363,13.175515,-72.38194
1482277624981,-0.019827843,-0.06683272,-0.01275444,0.023635864,-0.013046265,0.011352539,168.40118,13.167246,-72.37904
1482277624986,-0.036323547,-0.12849331,0.16375709,0.024047852,-0.011764526,0.010482788,168.40973,13.1626835,-72.36811
1482277624991,-0.11165905,-0.20153838,0.24447632,0.025665283,-0.0074920654,0.011108398,168.42236,13.165317,-72.354576
1482277624995,-0.08947277,-0.22661245,0.11010909,0.027954102,0.0017547607,0.0095825195,168.45026,13.181457,-72.34873
1482277625000,-0.029546738,-0.1640644,-0.18550563,0.020050049,0.014389038,0.007385254,168.47186,13.202311,-72.35911
1482277625006,0.05599594,-0.11822206,-0.2514851,0.0038146973,0.02456665,0.0033721924,168.49225,13.227317,-72.374596
1482277625010,0.0724659,-0.11949247,-0.24567676,-0.015472412,0.0315094,-0.0019378662,168.52112,13.263343,-72.391426
1482277625015,0.022746086,-0.08721453,-0.16412234,-0.02998352,0.033172607,-0.0072784424,168.54803,13.30175,-72.40647
1482277625020,-0.007704735,-0.04062301,-0.03130722,-0.03868103,0.027908325,-0.010559082,168.57104,13.335871,-72.41587
1482277625026,-0.038066864,-0.0014927387,0.03377962,-0.040039063,0.019119263,-0.012039185,168.58533,13.359175,-72.419975
1482277625030,-0.018727303,0.04445988,0.12626767,-0.03807068,0.007446289,-0.011154175,168.56702,13.371282,-72.41769
1482277625035,-0.03741932,0.09462458,0.118484974,-0.03289795,0.0035705566,-0.009063721,168.56091,13.371743,-72.414604
1482277625040,-0.02055645,0.071044564,0.31843042,-0.027496338,0.0043945313,-0.0079193115,168.55725,13.365282,-72.40174
1482277625045,0.03633499,2.1237135E-4,0.2830875,-0.016937256,0.007537842,-0.003753662,168.56409,13.367155,-72.38964
1482277625051,0.055044174,0.05475092,0.22454906,-0.0039978027,0.0095825195,-7.019043E-4,168.53644,13.356921,-72.38168
1482277625055,0.06415939,0.07308149,0.114494085,0.013137817,0.009796143,0.0017242432,168.52637,13.341055,-72.37886
1482277625060,0.0732069,0.098098874,-0.07257557,0.022918701,0.008728027,0.001739502,168.51135,13.323501,-72.38483
1482277625065,0.07742691,0.06863189,-0.14487791,0.025100708,0.0065612793,-0.002532959,168.50287,13.313165,-72.3931
1482277625071,0.013098717,0.05371374,-0.14355063,0.024017334,0.0022735596,-0.0046844482,168.50879,13.307113,-72.40101
1482277625075,-0.05074501,-0.001120925,-0.10224867,0.022827148,1.2207031E-4,-0.005783081,168.51343,13.309207,-72.4064
1482277625080,-0.019673347,0.024881542,-0.01653552,0.017807007,-0.0018920898,-0.007797241,168.51556,13.30588,-72.40697
1482277625085,-0.0077619553,-0.019977272,0.07789421,0.013183594,-0.001953125,-0.011077881,168.52637,13.309312,-72.40226
1482277625090,-0.06677723,-0.010023415,0.21875048,0.010421753,-0.0017700195,-0.011138916,168.53955,13.308699,-72.391914
1482277625095,-0.068626404,-0.04262787,0.22867656,0.014511108,0.001953125,-0.012054443,168.55634,13.313456,-72.381226
1482277625100,-0.063287735,-0.037230134,0.14674401,0.015686035,0.011230469,-0.010971069,168.57367,13.320976,-72.37601
1482277625105,-0.020121574,0.024704397,-0.02389431,0.017242432,0.015426636,-0.010101318,168.58179,13.325145,-72.38057
1482277625111,0.03691864,0.109766126,-0.29910612,0.013046265,0.018341064,-0.011077881,168.58136,13.327928,-72.39906
1482277625115,0.0840292,0.040754557,-0.36432385,0.0017852783,0.017807007,-0.011199951,168.58875,13.345298,-72.41883
1482277625120,0.02686882,0.048096955,-0.21417212,-0.013519287,0.013504028,-0.012283325,168.5954,13.360565,-72.432434
1482277625125,0.01733017,0.041442454,-0.21650434,-0.023101807,0.009796143,-0.01335144,168.60303,13.380613,-72.44494
1482277625130,0.007836342,0.09167498,-0.18347645,-0.032073975,0.010437012,-0.014282227,168.60052,13.394575,-72.45596
1482277625135,-0.0062713623,0.13928986,-0.26862097,-0.042099,0.014709473,-0.0137786865,168.59302,13.40789,-72.47215
1482277625140,-0.0012960434,0.16776752,-0.17099547,-0.04786682,0.018112183,-0.010620117,168.58148,13.417109,-72.4857
1482277625145,-0.043578148,0.094213724,-0.16632724,-0.050933838,0.014587402,-0.005783081,168.58563,13.431919,-72.4988
1482277625150,-0.05722332,0.09435147,-0.069793224,-0.050964355,0.004928589,-4.119873E-4,168.56097,13.440483,-72.50689
1482277625155,-0.08269882,0.070607424,0.11275244,-0.045074463,-0.0073547363,0.005218506,168.56104,13.43825,-72.504036
1482277625162,-0.10099697,0.030152738,0.15167499,-0.032943726,-0.012283325,0.011947632,168.54614,13.431504,-72.496956
1482277625165,-0.022397041,0.06271863,0.14754486,-0.020874023,-0.014083862,0.018920898,168.51941,13.409267,-72.48853
1482277625171,0.027234077,-0.018802762,0.12920403,-0.012390137,-0.010421753,0.023101807,168.47308,13.390593,-72.479576
1482277625178,0.010446548,-0.057257116,0.21042776,-0.006362915,-0.0021514893,0.022567749,168.46143,13.374255,-72.4685
1482277625180,0.050574303,-0.16632158,0.30787158,6.5612793E-4,0.008834839,0.020126343,168.46948,13.371061,-72.45362
1482277625185,0.033848763,-0.13754267,0.38370228,0.009597778,0.018371582,0.01600647,168.47736,13.362917,-72.438484
1482277625190,0.02683258,-0.12307382,0.36255622,0.018096924,0.030578613,0.00920105,168.49731,13.357022,-72.42707
1482277625195,0.07668018,-0.066021144,0.1060698,0.021011353,0.043258667,0.0018005371,168.50952,13.358241,-72.43014
1482277625200,0.046063423,0.042795956,-0.17585897,0.01626587,0.05305481,-0.005493164,168.51373,13.362062,-72.45173
1482277625205,0.095929146,0.101584494,-0.4436314,0.0049438477,0.05189514,-0.0134887695,168.52283,13.406129,-72.51477
1482277625211,-0.024513245,0.0077061057,-0.33107018,-0.007980347,0.04220581,-0.019607544,168.54901,13.446558,-72.54009
1482277625219,-0.016872406,-0.06190455,-0.25839663,-0.020584106,0.031417847,-0.021011353,168.58533,13.497231,-72.55839
1482277625225,-0.0684309,-0.052978158,-0.02618885,-0.032104492,0.022384644,-0.018859863,168.6153,13.53706,-72.56459
1482277625230,-0.24006844,-0.09597206,0.20136261,-0.04043579,0.012924194,-0.01638794,168.63184,13.574996,-72.56018
1482277625234,-0.16011333,-0.0894655,0.19776177,-0.041870117,0.0069274902,-0.01184082,168.65515,13.602485,-72.553734
1482277625239,-0.04769993,-0.05265957,0.2156024,-0.03691101,0.009719849,-0.00390625,168.66833,13.617813,-72.54672
1482277625245,0.019028664,-0.028405368,0.11784935,-0.030227661,0.01512146,0.0036621094,168.6726,13.625614,-72.54541
1482277625249,0.19387722,0.04485768,-0.9986596,-0.023330688,0.020095825,0.009918213,168.6737,13.658874,-72.59479
1482277625254,0.095770836,-0.24366933,0.12474632,-0.024887085,0.018539429,0.011520386,168.70923,13.693925,-72.59071
1482277625261,0.15402603,-0.26994187,0.281996,-0.026123047,0.0030822754,0.0077056885,168.7492,13.727062,-72.57339
1482277625265,0.01318264,-0.1285162,0.5713947,-0.011260986,-0.020904541,0.0047302246,168.76086,13.719016,-72.540146
1482277625269,-0.2518549,-0.04998958,0.42312288,0.012283325,-0.03944397,0.0055389404,168.74152,13.693409,-72.51341
1482277625274,-0.13941956,0.03233522,0.4292524,0.033569336,-0.044189453,0.0049438477,168.71936,13.648253,-72.48445
1482277625279,-0.03018856,-0.025520742,0.35295892,0.04786682,-0.037994385,0.0054626465,168.70935,13.612244,-72.45851
1482277625284,-0.049105644,0.02077353,0.15526032,0.056549072,-0.021911621,0.0070648193,168.69379,13.576096,-72.44688
1482277625289,-0.02038002,0.068737686,-0.014011383,0.061843872,-0.003616333,0.009643555,168.6651,13.536804,-72.448364
1482277625294,-0.0035333633,0.16127908,-0.29462218,0.061584473,0.008483887,0.011352539,168.63037,13.498457,-72.46654
1482277625299,0.10056019,0.15878469,-0.49717426,0.052124023,0.011932373,0.009155273,168.59961,13.471938,-72.493225
1482277625304,0.1871996,0.11187649,-0.44792652,0.033432007,0.00793457,0.0053710938,168.5802,13.458358,-72.51468
1482277625310,0.14078331,0.0068663955,-0.22946787,0.010147095,-0.0013885498,9.613037E-4,168.59094,13.461529,-72.52296
1482277625314,0.07102394,-0.04245907,-0.0013029575,-0.008880615,-0.008621216,-0.0044403076,168.60089,13.472473,-72.51891
1482277625319,0.041934013,-0.020183742,0.1234169,-0.018859863,-0.009384155,-0.0079193115,168.61023,13.482064,-72.50907
1482277625328,-0.050582886,0.0042970777,0.12929606,-0.02130127,-0.0054626465,-0.010101318,168.61615,13.489139,-72.501915
1482277625329,-0.09272003,-0.0114629865,0.19429016,-0.018310547,-0.0017700195,-0.011703491,168.62427,13.498688,-72.49301
1482277625334,-0.07074642,0.015298367,0.15965557,-0.0126953125,-2.4414063E-4,-0.010848999,168.6308,13.503646,-72.48613
1482277625339,-0.08433819,-0.012694478,0.030913353,-0.006210327,8.239746E-4,-0.007385254,168.63928,13.513526,-72.485504
1482277625344,-0.10725021,-0.033707917,0.03538227,0.0022888184,-9.1552734E-5,-0.002380371,168.64648,13.5199375,-72.48496
1482277625349,-0.07097149,-0.05494958,0.09396577,0.011566162,-0.0021514893,0.0027618408,168.65076,13.519165,-72.48071
1482277625354,-0.09873772,-0.06218326,0.11182666,0.0234375,-0.004348755,0.008255005,168.65259,13.512053,-72.475845
1482277625359,-0.043671608,-0.04380566,0.06328273,0.03463745,-0.006576538,0.0124053955,168.64697,13.495272,-72.47218
1482277625364,-0.03391838,-0.0069592,0.007985115,0.042922974,-0.007293701,0.015640259,168.6322,13.469409,-72.47124
1482277625369,-6.4849854E-4,0.05064404,-0.08469081,0.048309326,-0.008758545,0.017425537,168.60889,13.434178,-72.47447
1482277625375,0.046461105,0.065166116,-0.10595989,0.05041504,-0.013137817,0.019256592,168.57861,13.394491,-72.47719
1482277625379,0.008107185,0.07708907,-0.08488345,0.049346924,-0.01826477,0.018508911,168.54297,13.3484125,-72.47788
1482277625384,0.017266273,0.068035364,-0.122965574,0.044906616,-0.020858765,0.017028809,168.51312,13.31232,-72.47972
1482277625390,0.016898155,0.02839619,-0.08521509,0.040145874,-0.018844604,0.015136719,168.49127,13.281493,-72.47924
1482277625394,0.025992393,0.0057451725,-0.038247585,0.035827637,-0.017974854,0.0137786865,168.47382,13.255458,-72.476585
1482277625398,0.053902626,0.02818638,0.0012850761,0.032302856,-0.017181396,0.014297485,168.453,13.225585,-72.47212
1482277625404,0.076869965,0.03166759,-0.072758436,0.026626587,-0.016098022,0.0121154785,168.4331,13.200306,-72.47091
1482277625409,0.12327862,0.037651002,-0.15786266,0.019729614,-0.012008667,0.00982666,168.4154,13.181051,-72.473465
1482277625414,0.13163376,0.07457453,-0.1379919,0.009429932,-0.004760742,0.008407593,168.39575,13.162745,-72.47738
1482277625418,0.102210045,0.07838482,-0.18885136,1.373291E-4,-4.7302246E-4,0.0038909912,168.37848,13.151443,-72.48527
1482277625425,0.073049545,0.10843843,-0.17070079,-0.010238647,0.0010375977,0.001083374,168.35968,13.141157,-72.493416
1482277625429,0.03230381,0.046423793,-0.12911654,-0.017547607,-0.0013885498,-0.001953125,168.34583,13.143732,-72.49916
1482277625433,0.020170212,-0.0054115057,-0.021906614,-0.024917603,-0.004638672,-0.0043029785,168.34961,13.154231,-72.49858
1482277625439,-0.01786995,-0.04011017,-0.03607011,-0.029510498,-0.005996704,-0.0046691895,168.35944,13.173818,-72.49802
1482277625444,-0.027256012,-0.05104059,0.020707846,-0.028640747,-0.006225586,-0.0028686523,168.3695,13.190642,-72.495125
