Timestamp,x,y,z,a,b,c,alpha,beta,gamma
1482277630042,0.05889988,0.16367036,-0.15002203,0.008682251,-0.02609253,-0.0037078857,168.88074,13.6195755,-72.39131
1482277630045,0.0035429,0.12057185,-0.08435774,-0.007293701,-0.036071777,-0.011489868,168.85352,13.5979185,-72.39102
1482277630050,5.3310394E-4,0.08761519,-0.031105757,-0.017837524,-0.03933716,-0.016937256,168.81482,13.588841,-72.37524
1482277630059,0.007004738,0.11421454,-0.070250034,-0.02784729,-0.038513184,-0.019378662,168.80603,13.591836,-72.367775
1482277630065,0.008733749,0.07004529,-0.040440083,-0.03807068,-0.03527832,-0.022323608,168.8078,13.60652,-72.359085
1482277630069,-0.114619255,-0.0064670444,0.09084916,-0.04623413,-0.03074646,-0.024429321,168.8081,13.635621,-72.34628
1482277630075,0.14147949,-0.101368725,-0.8908067,-0.053771973,-0.0030975342,-0.025772095,168.85388,13.7253,-72.38743
1482277630079,0.11801529,-0.07243109,-0.65198374,-0.065475464,0.08641052,-0.024963379,168.91364,13.824583,-72.44019
1482277630084,0.17721558,0.029631197,0.16749,-0.079437256,0.10441589,-0.025283813,168.95398,13.877843,-72.45314
1482277630089,-0.21606922,0.08114874,0.49490166,-0.07723999,0.022521973,-0.02532959,168.95807,13.890545,-72.43564
1482277630093,-0.27864265,-0.0996297,0.6213224,-0.05279541,-0.035827637,-0.022094727,168.98065,13.905719,-72.398056
1482277630099,-0.083441734,-0.121620655,0.51970696,-0.022323608,-0.044921875,-0.013442993,168.99902,13.909988,-72.36103
1482277630106,-0.028783798,-0.13504744,0.59214926,0.0050201416,-0.029205322,9.918213E-4,169.0119,13.897697,-72.32668
1482277630109,-0.04992771,-0.18690741,0.4873743,0.03201294,-0.014053345,0.011184692,169.03052,13.885023,-72.300575
1482277630114,0.01657486,-0.21762413,0.21379542,0.05607605,-0.005264282,0.015777588,169.05066,13.879061,-72.28803
1482277630118,0.07073307,-0.15395641,-0.19209695,0.07458496,-0.0036315918,0.017349243,169.06073,13.873132,-72.29401
1482277630126,0.11716843,-0.015234232,-0.17267442,0.07998657,-0.014877319,0.015396118,169.04742,13.842796,-72.296265
1482277630129,-0.044844627,-0.028499126,-0.012788534,0.072906494,-0.034194946,0.010604858,169.03925,13.808283,-72.28711
1482277630134,-0.16308784,0.027492404,0.034774303,0.059249878,-0.04508972,0.0039978027,169.02051,13.775969,-72.27689
1482277630138,-0.18117046,-0.0016195774,0.101018906,0.039764404,-0.03970337,2.1362305E-4,169.00964,13.753047,-72.26426
1482277630143,-0.13986206,-0.025472283,0.240695,0.018798828,-0.023788452,9.1552734E-5,169.00665,13.737811,-72.248825
1482277630151,-0.13166237,-0.08906871,0.28574276,1.6784668E-4,-0.004501343,0.0016479492,169.01465,13.738701,-72.23599
1482277630153,-0.12795925,-0.050513327,0.23696017,-0.013412476,0.0154418945,0.0033111572,169.02173,13.7420845,-72.231384
1482277630159,-0.088555336,-4.4947863E-4,0.1589396,-0.023513794,0.034729004,0.0057678223,169.0232,13.745917,-72.2365
1482277630164,-0.0021133423,0.032658696,0.08678198,-0.030227661,0.051879883,0.008148193,169.0216,13.749316,-72.24695
1482277630168,0.038993835,0.053698897,-0.07135677,-0.032562256,0.064834595,0.00869751,169.02399,13.759152,-72.26872
1482277630173,0.108263016,0.08871001,-0.22525144,-0.03312683,0.07727051,0.009216309,169.01971,13.771738,-72.300255
1482277630178,0.08732414,0.12819946,-0.19113445,-0.033081055,0.08236694,0.008102417,169.01074,13.778916,-72.33243
1482277630183,0.031043053,0.10837412,-0.17415929,-0.029708862,0.07447815,0.006515503,169.00427,13.787558,-72.36239
1482277630189,-0.020246506,0.100409746,-0.004548073,-0.022338867,0.057128906,0.0065612793,168.99939,13.785859,-72.381516
1482277630193,-0.059705734,0.08281326,0.015943766,-0.009796143,0.035491943,0.008758545,168.98499,13.775015,-72.392365
1482277630198,-0.084882736,0.083779216,0.11101055,0.007095337,0.016052246,0.013946533,168.96136,13.747815,-72.39522
1482277630205,-0.06278038,0.020550072,0.046560764,0.021270752,0.0056152344,0.019195557,168.94122,13.721865,-72.39722
1482277630208,0.02048111,-0.051965594,-0.0033855438,0.035705566,0.002746582,0.022872925,168.91522,13.701332,-72.39881
1482277630213,0.05350399,-0.020350516,-0.0245862,0.048690796,0.004257202,0.026123047,168.89655,13.67026,-72.401726
1482277630220,0.13349819,-0.008242607,-0.20610666,0.05656433,0.0048980713,0.027374268,168.8739,13.637499,-72.4125
1482277630223,0.1419735,-0.007718265,-0.30825663,0.059295654,0.0044555664,0.026107788,168.85583,13.614397,-72.427086
1482277630228,0.22353935,-0.047245443,-0.4449997,0.053833008,0.0030822754,0.021835327,168.85602,13.60413,-72.44591
1482277630233,0.2075901,-0.0057436824,-0.42959237,0.04310608,9.1552734E-4,0.015045166,168.84546,13.594768,-72.46372
1482277630238,0.1586504,-0.060801804,-0.44510603,0.03050232,-0.0026550293,0.0060577393,168.85059,13.605036,-72.4809
1482277630243,0.183177,9.072423E-4,-0.4465587,0.018295288,-0.009109497,-0.004348755,168.85382,13.616753,-72.49616
1482277630249,0.14832306,-0.034064114,-0.3279922,0.0069732666,-0.016998291,-0.01260376,168.87537,13.63947,-72.50296
1482277630254,0.09716892,0.040173173,-0.18693876,-0.0016021729,-0.022979736,-0.018920898,168.88086,13.650696,-72.50363
1482277630259,0.046322823,-0.003879249,-0.10637021,-0.009002686,-0.028915405,-0.022949219,168.8966,13.671234,-72.4986
1482277630263,-0.0041923523,-0.03083539,0.0086865425,-0.014266968,-0.03463745,-0.025421143,168.91718,13.694348,-72.48698
1482277630269,-0.09211731,-0.01976794,0.0635829,-0.015472412,-0.038482666,-0.024459839,168.9336,13.713261,-72.47311
1482277630273,-0.10614014,-0.025477171,0.16517591,-0.011520386,-0.03855896,-0.021514893,168.94806,13.72579,-72.454636
1482277630278,-0.12241554,-0.033715427,0.17614484,-0.007156372,-0.03678894,-0.016204834,168.96033,13.734714,-72.43566
1482277630283,-0.13131809,-0.018725276,0.15437388,-3.2043457E-4,-0.032180786,-0.011108398,168.96497,13.735491,-72.42105
1482277630288,-0.069288254,0.043073356,0.102161646,0.0040893555,-0.028320313,-0.005050659,168.95032,13.723559,-72.40938
1482277630293,-0.12574387,-0.049435318,0.1189487,0.009002686,-0.025924683,0.0014343262,168.95135,13.719336,-72.39793
1482277630298,-0.07309818,-0.054083467,0.22538328,0.011856079,-0.023757935,0.0045166016,168.9502,13.707416,-72.38168
1482277630303,-0.042082787,-0.06118256,0.09973669,0.014022827,-0.019866943,0.0066833496,168.94946,13.699663,-72.37165
1482277630309,-0.08442974,-0.0069729686,-0.034098625,0.01361084,-0.01335144,0.007904053,168.9339,13.6871195,-72.370346
1482277630313,-0.043688774,0.039810896,-0.05783224,0.008987427,-0.0072021484,0.008148193,168.91809,13.671995,-72.3723
1482277630319,-8.8977814E-4,0.12637609,0.017900705,0.0053253174,-0.005340576,0.0072631836,168.8888,13.641707,-72.371826
1482277630323,0.041557312,0.091944754,0.06471825,2.593994E-4,-0.0051574707,0.0061798096,168.86676,13.617367,-72.36829
1482277630328,0.003399849,0.043810785,0.04983902,-0.005142212,-0.0033111572,0.003250122,168.85486,13.604785,-72.36562
1482277630333,0.015175819,-0.06509113,0.05180025,-0.011489868,0.001663208,9.460449E-4,168.8642,13.614042,-72.36235
1482277630338,-0.0014047623,-0.16101247,0.120128155,-0.015792847,0.006713867,-0.0037231445,168.89404,13.64222,-72.3565
1482277630344,-0.0060214996,-0.16151458,0.1502428,-0.018463135,0.009567261,-0.008483887,168.92816,13.673628,-72.349785
1482277630347,-0.034175873,-0.18779886,0.114151955,-0.017715454,0.011734009,-0.009902954,168.95215,13.714559,-72.34543
1482277630353,-0.021951675,-0.053251147,-0.0443182,-0.018600464,0.012908936,-0.012954712,168.97424,13.742539,-72.34984
1482277630359,-3.6525726E-4,-0.0046495795,-0.1376288,-0.02166748,0.015975952,-0.015197754,168.99146,13.769883,-72.35911
1482277630363,0.018697739,0.048373044,-0.20175529,-0.022903442,0.016204834,-0.016357422,169.00214,13.793748,-72.37193
1482277630368,0.06353283,0.032573342,-0.15213633,-0.021057129,0.010513306,-0.015457153,168.9992,13.819189,-72.380974
1482277630372,0.034685135,0.023694575,-0.06094098,-0.017730713,-0.0015716553,-0.012252808,169.00818,13.834659,-72.38362
1482277630378,0.015359879,0.028966129,-0.12683868,-0.012374878,-0.0134887695,-0.01109314,169.01257,13.847716,-72.38651
1482277630383,-0.020443916,0.062357545,0.024569511,-0.008056641,-0.018981934,-0.007904053,169.0069,13.844636,-72.381195
1482277630388,0.019560814,0.04797399,0.080137014,-4.8828125E-4,-0.020111084,-0.0025024414,168.99316,13.835523,-72.37206
1482277630393,0.037999153,0.07355374,0.045507193,0.0048675537,-0.01902771,6.866455E-4,168.97766,13.818179,-72.364746
1482277630398,0.030331612,0.12470883,-0.1611569,0.008895874,-0.01701355,0.0016937256,168.95203,13.797421,-72.36774
1482277630403,0.09594822,0.1470449,-0.17241454,0.008026123,-0.019332886,0.0038757324,168.92291,13.772877,-72.37134
1482277630413,0.059431076,0.11956304,-0.23579383,0.008117676,-0.027160645,0.0037841797,168.89221,13.752632,-72.37645
1482277630415,0.0608387,0.01680535,-0.12679505,0.01008606,-0.03993225,0.0016174316,168.88037,13.742807,-72.37255
1482277630418,0.03846264,0.07551217,-0.13724995,0.008926392,-0.049346924,-5.493164E-4,168.85797,13.7234745,-72.36688
1482277630423,-0.021615028,0.072476685,0.0101873875,0.0065612793,-0.053985596,-0.002609253,168.83539,13.699637,-72.353065
1482277630428,-0.0458498,0.022388041,0.19635367,0.0014801025,-0.049743652,-0.003616333,168.81702,13.678305,-72.329346
1482277630433,-0.090901375,0.050726175,0.15275836,-0.0054626465,-0.034698486,-0.004547119,168.80194,13.659829,-72.31303
1482277630438,-0.0032348633,0.027003169,0.28236365,-0.011703491,-0.020507813,-0.0036010742,168.79443,13.644564,-72.29219
1482277630443,-0.02703762,0.05074078,0.38796806,-0.015472412,-0.0052337646,-0.0036010742,168.78534,13.625705,-72.27122
1482277630447,-0.031536102,0.09791756,0.39191008,-0.015335083,0.01083374,-0.0031433105,168.76544,13.603228,-72.25494
1482277630452,-0.066456795,0.11629391,0.24309325,-0.014556885,0.02532959,2.1362305E-4,168.75055,13.585241,-72.25053
1482277630459,-0.013502121,0.14143944,0.15763402,-0.015731812,0.036026,0.0038757324,168.73224,13.566943,-72.254196
1482277630463,-0.022306442,0.12379968,0.0069494247,-0.01979065,0.043823242,0.0040740967,168.71606,13.556184,-72.265724
1482277630468,0.017611504,-0.035993814,-0.11375499,-0.025680542,0.04862976,0.005142212,168.71802,13.574993,-72.298904
1482277630477,0.0748806,-0.00727582,-0.16698527,-0.029342651,0.05079651,0.006652832,168.72467,13.595476,-72.32005
1482277630483,-0.08776951,-0.17945313,-0.06604266,-0.035202026,0.054519653,0.00944519,168.75726,13.640402,-72.33891
1482277630487,0.036725998,-0.18485177,-0.13298178,-0.041549683,0.06277466,0.009857178,168.79596,13.693398,-72.36208
1482277630492,0.07508278,-0.10514921,-0.13600326,-0.04324341,0.06568909,0.007797241,168.82227,13.733821,-72.383354
1482277630497,0.06604099,-0.01412642,-0.36985993,-0.043518066,0.06903076,0.0049743652,168.83838,13.774657,-72.41895
1482277630502,0.078318596,-0.025142252,-0.46715832,-0.04512024,0.07307434,6.713867E-4,168.86096,13.825706,-72.458694
1482277630508,0.09030151,-0.00512892,-0.34703302,-0.047805786,0.06503296,-0.0039367676,168.88507,13.871269,-72.48931
1482277630512,0.0074014664,-0.020567,-0.14406347,-0.047409058,0.041641235,-0.008163452,168.90472,13.908475,-72.50474
1482277630517,0.005068779,-0.026510775,0.14801574,-0.041748047,0.01411438,-0.008071899,168.91809,13.927768,-72.49939
1482277630523,-0.044784546,-0.07062477,0.09419727,-0.031402588,-0.011581421,-0.004714966,168.92853,13.941978,-72.49028
1482277630527,-0.066049576,-0.0014179349,0.13938332,-0.017547607,-0.028335571,1.8310547E-4,168.92816,13.933965,-72.47723
1482277630532,-0.25937557,-0.110217154,0.11119604,-0.0060577393,-0.024871826,0.0052490234,168.93243,13.937755,-72.46873
1482277630537,-0.08279705,-0.12889594,0.1045208,0.006210327,-0.020812988,0.01133728,168.93591,13.935666,-72.45864
1482277630542,-0.009271622,-0.22110832,0.16361141,0.01776123,-0.027694702,0.019607544,168.94702,13.934302,-72.4422
1482277630547,0.05411911,-0.18077397,0.087293625,0.028640747,-0.03364563,0.023468018,168.95624,13.920047,-72.42716
1482277630552,0.02268982,-0.14764172,-0.032763004,0.03366089,-0.029922485,0.023513794,168.95587,13.911593,-72.42095
1482277630557,0.003443718,-0.1855157,-0.16085339,0.031234741,-0.018478394,0.020019531,168.96552,13.917666,-72.42274
1482277630563,0.010446548,-0.1707173,-0.10797167,0.023117065,-0.0076141357,0.013809204,168.98096,13.929751,-72.42458
1482277630567,-0.006146431,-0.117810726,-0.23695731,0.011459351,-9.0026855E-4,0.007095337,168.99896,13.948899,-72.43444
1482277630572,0.015239716,-0.14043206,-0.21580791,-0.0028381348,0.0053863525,0.0016937256,169.02338,13.980975,-72.444176
1482277630577,-0.017778397,-0.1505248,-0.21336865,-0.018554688,0.011047363,-0.003967285,169.05627,14.026448,-72.455475
1482277630582,-0.00566864,-0.0988189,-0.24862623,-0.033218384,0.014221191,-0.009506226,169.08496,14.072105,-72.46881
1482277630587,-0.024295807,-0.12032044,-0.10155535,-0.04536438,0.018081665,-0.013549805,169.10828,14.12428,-72.47651
1482277630592,-0.0026102066,-0.087114155,0.051526546,-0.053634644,0.020950317,-0.016311646,169.14258,14.170357,-72.47788
1482277630597,0.08262539,-0.0658378,-0.8093319,-0.059127808,0.02104187,-0.017974854,169.17865,14.250519,-72.517136
1482277630602,-0.052437782,-0.19813854,-0.11938286,-0.060394287,0.017410278,-0.018554688,169.23273,14.323999,-72.524506
1482277630607,-0.009577751,-0.1947586,0.49558234,-0.055389404,0.0014343262,-0.018066406,169.26709,14.368763,-72.49862
1482277630612,-0.05474186,0.020488083,0.7170913,-0.04286194,-0.025497437,-0.015029907,169.26721,14.3540745,-72.459496
1482277630618,-0.32639122,0.049372256,0.5581515,-0.019958496,-0.042633057,-0.009399414,169.25189,14.328424,-72.42713
1482277630622,-0.28897572,0.063126445,0.6007767,0.0069885254,-0.0496521,-0.0017852783,169.22626,14.283373,-72.39114
1482277630626,-0.001698494,0.026347041,0.7064152,0.0340271,-0.055511475,0.008514404,169.2049,14.2223835,-72.3448
1482277630631,0.035435677,0.024466872,0.65316343,0.062210083,-0.049331665,0.017578125,169.17236,14.149516,-72.30238
1482277630636,0.07017231,0.059630334,0.3768053,0.084198,-0.029769897,0.022644043,169.13306,14.071736,-72.27768
1482277630642,-0.008358955,0.016795814,-0.009455919,0.09411621,-0.00881958,0.022460938,169.10925,14.024691,-72.277466
1482277630646,0.13106155,0.0758816,-0.14186239,0.09062195,9.765625E-4,0.017868042,169.08362,13.976645,-72.28425
1482277630651,0.17014503,0.094834805,-0.21649551,0.07815552,-2.2888184E-4,0.010543823,169.06018,13.937754,-72.29341
1482277630656,0.18519688,0.09306377,-0.24109244,0.059127808,-0.005203247,0.0012512207,169.04431,13.912069,-72.3015
1482277630661,0.07025528,0.05434853,-0.28428602,0.034301758,-0.0040130615,-0.009109497,169.04285,13.909727,-72.31212
1482277630667,0.04132557,0.04992968,-0.39982367,0.008483887,0.004257202,-0.019424438,169.0528,13.932225,-72.32981
1482277630671,-0.0037965775,-0.07182157,-0.36994767,-0.018936157,0.0132751465,-0.02909851,169.09186,13.987289,-72.34723
1482277630676,-0.008368492,-0.07843697,-0.26206946,-0.042556763,0.017593384,-0.03729248,169.14233,14.056314,-72.36061
1482277630681,-0.036540985,-0.07743657,-0.19756246,-0.060272217,0.01550293,-0.0413208,169.19641,14.131875,-72.37086
1482277630686,-0.07873058,-0.1045863,-0.09605813,-0.067840576,0.009017944,-0.042053223,169.24658,14.210105,-72.375114
1482277630691,-0.123039246,0.0076991916,0.09865737,-0.065963745,7.4768066E-4,-0.039855957,169.28119,14.260006,-72.370346
1482277630696,-0.11282635,0.015068531,0.23461747,-0.057022095,-0.008850098,-0.036087036,169.31073,14.298772,-72.35664
1482277630701,-0.17358017,0.03806585,0.38319302,-0.04121399,-0.017745972,-0.028747559,169.32318,14.310212,-72.33617
1482277630707,-0.17017365,0.008348107,0.4120953,-0.020446777,-0.023956299,-0.017593384,169.33466,14.312052,-72.312454
1482277630711,-0.18330193,-0.022095203,0.45237017,0.0066375732,-0.024673462,-0.0033569336,169.33514,14.297889,-72.287125
1482277630716,-0.12778568,0.036381602,0.3176191,0.036621094,-0.022018433,0.009399414,169.31555,14.260576,-72.26926
1482277630722,-0.11516857,-0.010492384,0.21931362,0.063568115,-0.022781372,0.022842407,169.29248,14.215428,-72.25613
1482277630727,-0.06488514,0.036421955,0.12157464,0.084350586,-0.02407837,0.03236389,169.25793,14.146546,-72.24724
1482277630731,-0.03385353,0.070949554,0.10267401,0.100753784,-0.024383545,0.040496826,169.20807,14.070072,-72.24015
1482277630736,0.032339096,0.1753962,0.04132557,0.10749817,-0.02355957,0.04484558,169.13428,13.967818,-72.23622
1482277630741,0.07438946,0.2198605,-0.040730476,0.10501099,-0.02331543,0.04638672,169.052,13.860097,-72.236115
1482277630746,0.12082863,0.20274383,-0.2140615,0.09463501,-0.020721436,0.044006348,168.98181,13.765202,-72.24332
1482277630751,0.131526,0.1626082,-0.14253402,0.07659912,-0.014846802,0.038131714,168.9165,13.683341,-72.24764
1482277630756,0.15876389,0.12796831,-0.13252568,0.055740356,-0.0045776367,0.031188965,168.86316,13.616778,-72.25276
1482277630761,0.1953373,0.10410237,-0.24942923,0.029632568,0.0068359375,0.020721436,168.82861,13.5808115,-72.2647
1482277630766,0.19395828,0.024549425,-0.25383806,0.0031433105,0.017868042,0.009689331,168.82764,13.574455,-72.278336
1482277630771,0.2092619,0.026807308,-0.3000102,-0.024719238,0.032424927,-0.0020751953,168.8299,13.589376,-72.296715
1482277630776,0.24110031,0.060670793,-0.42774653,-0.051742554,0.042800903,-0.013916016,168.84058,13.624612,-72.32348
1482277630781,0.18778038,0.017221093,-0.4052112,-0.07589722,0.051574707,-0.024841309,168.87012,13.684595,-72.351234
1482277630786,0.09957886,0.076467514,-0.36113262,-0.08836365,0.05340576,-0.031402588,168.9065,13.751726,-72.38065
1482277630791,0.07095623,0.0713889,-0.20231295,-0.09315491,0.04486084,-0.03437805,168.93433,13.809305,-72.39999
1482277630796,-0.007164955,0.076012135,-0.11610937,-0.08850098,0.026153564,-0.033584595,168.9607,13.8648205,-72.41341
1482277630801,-0.05184841,0.026049018,-0.033894777,-0.0790863,0.0066986084,-0.02848816,168.98743,13.915967,-72.418076
1482277630805,-0.13178253,-0.042852998,0.13181162,-0.06428528,-0.0076904297,-0.021057129,169.0149,13.958815,-72.4115
1482277630811,-0.18755531,-0.0716691,0.11150694,-0.04309082,-0.0134887695,-0.012496948,169.03693,13.992879,-72.40421
1482277630816,-0.20750523,-0.16236198,0.05089712,-0.020965576,-0.017562866,-0.0015258789,169.0636,14.027898,-72.39798
1482277630821,-0.18007183,-0.18716484,0.13456774,0.0074920654,-0.024261475,0.012176514,169.0827,14.044311,-72.38739
1482277630825,-0.14822674,-0.17489368,0.089582205,0.03668213,-0.031814575,0.0209198,169.07385,14.041209,-72.37692
1482277630831,-0.048288345,-0.18000704,0.13180256,0.059402466,-0.04258728,0.029541016,169.07141,14.020545,-72.36109
1482277630836,-0.0035734177,-0.13373762,0.22749734,0.07876587,-0.048950195,0.0337677,169.05383,13.975577,-72.33886
1482277630841,0.111543655,-0.09996706,0.2915039,0.09260559,-0.048934937,0.032608032,169.02979,13.916147,-72.311615
1482277630846,0.11706734,-0.10686016,0.22492957,0.099624634,-0.047927856,0.02859497,168.99591,13.854771,-72.286285
1482277630851,0.1140089,0.055265963,-0.029933214,0.09703064,-0.043029785,0.019317627,168.97388,13.802896,-72.26959
1482277630856,0.112695694,0.055933118,-0.13030839,0.08354187,-0.03215027,0.008575439,168.94427,13.748372,-72.26021
1482277630861,0.06197071,0.05985576,-0.22914553,0.060455322,-0.019104004,-0.0023956299,168.92719,13.714637,-72.257965
1482277630866,0.030674934,-0.0085347295,-0.21795869,0.03224182,-0.005493164,-0.015014648,168.92078,13.704192,-72.263916
1482277630871,-0.026277542,-0.018883348,-0.07431507,0.0034484863,0.0025024414,-0.02330017,168.93927,13.723711,-72.271454
1482277630876,-0.15352345,-0.10440296,0.030597448,-0.021530151,0.0046539307,-0.02822876,168.96802,13.756417,-72.27416
1482277630881,-0.121432304,-0.08967346,0.07138848,-0.043548584,0.01210022,-0.030166626,169.00964,13.804844,-72.274025
1482277630886,-0.120108604,-0.04677254,0.077026606,-0.054489136,0.023330688,-0.028533936,169.03143,13.8590355,-72.274055
1482277630891,-0.073786736,-0.0021156669,0.08778834,-0.058059692,0.03617859,-0.022979736,169.06812,13.908437,-72.27791
1482277630896,-0.020730972,0.063058436,0.18583655,-0.055984497,0.040267944,-0.016494751,169.09485,13.947906,-72.28412
1482277630901,-0.03422451,0.082504034,0.06813836,-0.047698975,0.036575317,-0.010253906,169.10559,13.966846,-72.28658
1482277630908,0.015989304,0.06581676,-0.023207188,-0.035354614,0.030471802,-0.0051574707,169.08685,13.980472,-72.29457
1482277630911,-0.0074472427,0.046493888,0.03936386,-0.019927979,0.023132324,6.2561035E-4,169.0846,13.986922,-72.30305
1482277630916,0.0046281815,-0.03214115,0.098644495,-0.0035858154,0.0149383545,0.005783081,169.07928,13.984868,-72.307755
1482277630921,0.044854164,-0.09403139,0.114587545,0.013504028,0.008453369,0.010116577,169.081,13.982263,-72.30693
1482277630926,0.018597603,-0.094383836,-0.039817333,0.029708862,0.0029144287,0.01373291,169.08704,13.97891,-72.30262
1482277630931,0.025574684,-0.069122314,-0.117593765,0.045669556,5.493164E-4,0.014556885,169.09076,13.973822,-72.30469
1482277630936,0.006485939,-0.010966539,-0.074456215,0.059402466,-0.0023498535,0.014556885,169.07758,13.936301,-72.31314
1482277630945,0.0016679764,0.027725995,-0.0035383701,0.06463623,-0.0051879883,0.013748169,169.06622,13.900908,-72.312744
1482277630950,-0.04329014,0.018984675,-0.13399744,0.06434631,-0.00894165,0.011352539,169.05042,13.873164,-72.317856
1482277630955,-0.038337708,0.010409951,-0.09113836,0.06175232,-0.011108398,0.010757446,169.03644,13.846449,-72.320175
1482277630960,-0.059419632,-0.023789108,-0.06990266,0.053710938,-0.012634277,0.007980347,169.0304,13.829261,-72.32092
1482277630965,-0.05671692,-0.019726634,-0.06058216,0.043304443,-0.011749268,0.0046539307,169.031,13.815293,-72.32134
1482277630970,-0.01619339,0.107328,-0.081719875,0.035446167,-0.008056641,0.0036010742,169.00891,13.788853,-72.32496
1482277630975,0.028779984,0.106048524,-0.08353543,0.022750854,-0.0023651123,0.0024719238,168.98938,13.767525,-72.32926
1482277630980,0.05928707,0.114539266,-0.04017806,0.005493164,0.003036499,0.0010375977,168.97144,13.750592,-72.33262
1482277630985,0.08491135,0.04770714,-0.07943344,-0.010299683,0.009536743,-7.6293945E-4,168.95483,13.752735,-72.3384
1482277630990,0.1293621,0.10907298,-0.1532278,-0.022521973,0.019744873,-0.0010681152,168.94421,13.753824,-72.350586
1482277630995,0.036670685,0.09458923,-0.022894144,-0.032287598,0.029037476,-0.0011138916,168.9375,13.758277,-72.3608
1482277631000,0.0036849976,0.094445765,0.065984964,-0.03967285,0.029388428,-0.002532959,168.92981,13.759278,-72.36596
1482277631005,0.022882462,0.09428638,0.1870904,-0.04283142,0.024551392,-8.544922E-4,168.90405,13.754942,-72.36485
1482277631011,0.025395393,0.1127553,0.15368724,-0.039154053,0.023040771,0.003479004,168.88702,13.743825,-72.36542
1482277631015,0.039722443,0.1355471,-0.018668175,-0.030700684,0.02456665,0.0064697266,168.8645,13.731328,-72.37448
1482277631020,0.042142868,0.11780822,0.08659577,-0.020996094,0.025360107,0.0079956055,168.84344,13.713569,-72.37884
1482277631025,0.08229923,0.0692119,0.037427902,-0.009841919,0.022583008,0.010528564,168.81305,13.698763,-72.384026
1482277631029,0.06297779,0.06565207,0.03540802,0.0040130615,0.01638794,0.012863159,168.79504,13.678278,-72.38704
1482277631035,0.076750755,-0.018401682,-0.035489082,0.018188477,0.006515503,0.0134887695,168.78809,13.666723,-72.38989
1482277631041,0.106775284,-0.031017065,0.025866508,0.029144287,-0.0043640137,0.011978149,168.78265,13.650889,-72.386314
1482277631045,0.14589024,-0.0033260584,-0.071760416,0.034683228,-0.010986328,0.008743286,168.77356,13.634343,-72.384895
1482277631050,0.10206413,-0.03698659,-0.23695636,0.034194946,-0.009460449,0.0033721924,168.77612,13.63456,-72.39135
1482277631055,0.011451721,0.010287285,-0.30370212,0.029556274,-0.0032043457,-0.003921509,168.77826,13.638716,-72.403885
1482277631060,0.011307716,0.026848972,-0.3744831,0.021591187,-0.0013580322,-0.009399414,168.78217,13.650557,-72.42007
1482277631065,0.011041641,-0.0036394,-0.31989217,0.011550903,-0.009155273,-0.012741089,168.79456,13.669314,-72.43105
1482277631070,-0.03188038,-0.057258308,-0.13641429,0.0018157959,-0.021057129,-0.014846802,168.8128,13.691454,-72.43045
1482277631075,-0.053295135,-0.044213712,-0.08929443,-0.0061950684,-0.027114868,-0.014755249,168.82727,13.710728,-72.426315
1482277631080,-0.034330368,-0.09024274,-0.09661412,-0.013290405,-0.021560669,-0.013671875,168.84967,13.739607,-72.42313
1482277631086,-0.08619404,-0.043700278,-0.065595865,-0.02053833,-0.010635376,-0.012634277,168.86499,13.764691,-72.42267
1482277631090,-0.0808115,0.0071035028,-0.034330845,-0.029342651,-0.0010223389,-0.011550903,168.87238,13.781521,-72.42442
1482277631095,-0.047068596,0.038704038,-0.1824491,-0.038101196,0.0042266846,-0.009155273,168.8753,13.802378,-72.43427
1482277631100,0.010014534,-0.003119707,-0.07434082,-0.046951294,0.004211426,-0.007217407,168.88385,13.826215,-72.43821
1482277631105,0.024098396,-0.09175831,0.09178424,-0.053375244,0.0013885498,-0.006134033,168.91376,13.858063,-72.43271
1482277631110,-0.042207718,-0.11134112,0.30602288,-0.050949097,1.8310547E-4,-0.003036499,168.93457,13.88164,-72.41801
1482277631115,-0.08667374,-0.060169756,0.26598573,-0.0415802,0.0027313232,-1.8310547E-4,168.94397,13.894812,-72.4072
1482277631120,-0.10476875,-0.059427917,0.3513987,-0.02746582,0.0044555664,0.0040283203,168.94995,13.89638,-72.39349
1482277631125,-0.08021259,-0.04013163,0.33454943,-0.013366699,0.0037384033,0.006729126,168.96167,13.889226,-72.38061
1482277631129,-0.055853844,-0.0118258,0.30835342,-0.0011444092,0.0041046143,0.009246826,168.95532,13.8733,-72.369
1482277631134,-0.109565735,-0.038306534,0.30129433,0.010009766,0.00592041,0.0110321045,168.95117,13.8571205,-72.3588
1482277631140,0.011902809,0.0485754,-0.49873424,0.014846802,0.009567261,0.0128479,168.93481,13.85576,-72.38505
1482277631145,-0.054063797,-0.18152738,0.19054174,0.0063476563,0.012268066,0.011383057,168.96918,13.865852,-72.37962
1482277631149,-0.041662216,-0.22289062,0.26252437,8.69751E-4,0.0077667236,0.008056641,168.99988,13.885274,-72.368744
1482277631154,-0.069571495,-0.13650239,0.3666873,0.004470825,0.0015869141,0.00944519,169.01373,13.884615,-72.353004
1482277631163,-0.18461895,-0.074561834,0.30462074,0.012283325,9.765625E-4,0.00869751,169.01501,13.873752,-72.34194
1482277631164,-0.13580322,0.017508805,0.19593477,0.017684937,0.0036773682,0.008148193,169.00317,13.85224,-72.336624
1482277631169,-0.0070619583,-0.013987839,0.031716824,0.0178833,0.0093688965,0.008972168,168.99915,13.842055,-72.33786
