"DownTime","EventTime","Keypress","WindowSize","XminA","YminA","ZminA","XminG","YminG","ZminG","XminO","YminO","ZminO","XmaxA","YmaxA","ZmaxA","XmaxG","YmaxG","ZmaxG","XmaxO","YmaxO","ZmaxO","XmeanA","YmeanA","ZmeanA","XmeanG","YmeanG","ZmeanG","XmeanO","YmeanO","ZmeanO","XmedianA","YmedianA","ZmedianA","XmedianG","YmedianG","ZmedianG","XmedianO","YmedianO","ZmedianO","XsdA","YsdA","ZsdA","XsdG","YsdG","ZsdG","XsdO","YsdO","ZsdO","XvarA","YvarA","ZvarA","XvarG","YvarG","ZvarG","XvarO","YvarO","ZvarO","XskewA","YskewA","ZskewA","XskewG","YskewG","ZskewG","XskewO","YskewO","ZskewO","XrmsA","YrmsA","ZrmsA","XrmsG","YrmsG","ZrmsG","MagnRmsA","MagnRmsG","MagnRmsO","TotalTime"
1482277373276,1482277373341,"KEYCODE_3",14,-0.19167614,-0.1465283,-0.43745017,-0.057128906,-0.063568115,-0.019424438,166.1427,9.500695,-71.16642,0.13955307,0.15859807,0.659075,0.07307434,0.04397583,0.004852295,166.25183,9.703654,-71.01237,-0.0105270660285714,0.0146853297857143,0.0632403728571429,0.0247301374,0.00337110245714286,-0.004731314405,166.200167857143,9.60521607142857,-71.0754545714286,-0.0277647972,0.0151381195,0.077457785,0.03137207,0.01537323,-0.00170898435,166.20126,9.5962275,-71.0663875,0.0895653791156492,0.0945076943037462,0.366475594529283,0.0425349731444454,0.0387149562353389,0.00850121650939341,0.0382846133339748,0.0778281287831018,0.0547156619705822,0.00802195713612997,0.00893170428261034,0.134304361385591,0.00180922394039869,0.0014988478363042,7.22706821395831e-05,166.200171951657,9.60550885367649,71.0754741278295,0.577379273385448,-0.0143731063683701,-0.116384930034306,-0.468456809231631,-0.930038055827761,-1.06655208169107,-0.0855808191885717,0.346477741497136,-0.497137625792587,0.0869469914200881,0.0922463241337898,0.358762508456921,0.0478703807668637,0.0374586653305313,0.00946011768199238,0.380499278721397,0.0615160043376226,181.015154005388,65
1482277373776,1482277373818,"KEYCODE_6",8,-0.07431126,-0.07725942,-0.18038106,0.009979248,-0.002166748,0.011230469,166.06696,9.610547,-71.214714,0.11241436,0.09906459,0.14637017,0.033554077,0.013977051,0.022033691,166.2146,9.728861,-71.18152,0.034095406,-0.0053171885,-0.0218836085,0.0230579375,0.0064697267125,0.01712799075,166.14267875,9.669623625,-71.19690625,0.0479779245,-0.016326338,-0.0657473815,0.023147583,0.00588989255,0.01751709,166.148045,9.6737775,-71.193525,0.0647034110138066,0.0519461346692519,0.130306859398784,0.00823435289555619,0.00537095764014204,0.00446865585595351,0.0540511634439322,0.0413358093042736,0.0133089249297465,0.00418653139682159,0.00269840090707606,0.0169798776063746,6.78045676085546e-05,2.88471859722002e-05,1.99688851589476e-05,166.142686443198,9.66970093214612,71.196907338436,-0.643668623453455,0.635801849556088,1.00985719099625,-0.0326603077875292,0.323871943152022,-0.261218985669892,-0.297842802527746,-0.301472868434002,-0.76217651339663,0.0694673425612621,0.0488812160981709,0.123839756243942,0.0243104397000834,0.00819137665231622,0.0176306789899358,0.150171136362215,0.0311277524327997,181.013521564655,42
1482277374353,1482277374418,"KEYCODE_2",13,-0.0785656,-0.06759429,-0.25892067,-0.05038452,-0.07246399,-0.01927185,166.10883,9.771286,-71.281075,0.06493759,0.06749278,0.41851592,0.059936523,0.05482483,0.007965088,166.24933,10.003069,-71.12017,0.00541760366153846,0.0133280431076923,0.105479937076923,0.0165945199307692,0.00485464246923077,-0.00542626016153846,166.149663846154,9.84340876923077,-71.1661296923077,0.0076322556,0.027451813,0.04595828,0.03173828,0.015914917,-0.0059051514,166.13904,9.816188,-71.14942,0.0392072472843037,0.0365527121267825,0.234477812551978,0.0395220945635754,0.0442671630002945,0.0096718287875743,0.0432295711942739,0.0708323774027502,0.0462009740200075,0.00153720823961254,0.00133610076382343,0.0549798445791606,0.00156199595869219,0.00195958172009465,9.3544272096151e-05,166.149669037384,9.8436440144603,71.1661435355165,-0.16945733953744,-1.15918374346502,0.761543146821986,-1.14951600388009,-0.749558393703408,0.148542095495979,0.737262424333478,1.15289519689534,-1.08502207986671,0.0380566929906364,0.0375627543594897,0.24875016159016,0.0414393594924062,0.0428066842701792,0.0107607090007436,0.254432535827448,0.0605427583741142,181.017208669323,65
1482277374913,1482277374995,"KEYCODE_1",17,-0.1283226,-0.13070685,-0.22431493,-0.064437866,-0.093566895,-0.005554199,165.5639,9.066267,-71.38006,0.08401489,0.045761347,0.32809377,0.061965942,0.027420044,0.022277832,165.71863,9.270628,-71.308495,-0.0233589061764706,-0.0529460067294118,0.129471134294118,-0.0138980643235294,0.00359030325882353,0.00509105012,165.640593529412,9.16726488235294,-71.327478,-0.022015572,-0.054336607,0.16124749,-0.025039673,0.017211914,0.002609253,165.62305,9.166812,-71.32804,0.0718195195003804,0.0547690265539284,0.141068670983347,0.0439592747638431,0.0328901955417837,0.00924742409249942,0.0584246742546711,0.0816011496580567,0.0179345002509135,0.00515804338126552,0.00299964626966492,0.0199003699330078,0.00193241783776305,0.00108176496277677,8.55148523465387e-05,165.64060322707,9.1676066931239,71.3274801220849,-0.056112914113696,0.0761708044538083,-0.675763558649393,0.76035890512243,-1.24246242840407,0.80513138421314,0.900828098859191,0.0166498519262756,0.0940087527624661,0.0734865127930401,0.0750098401390598,0.188394624531471,0.044854234941514,0.0321095314067735,0.0103152003489385,0.215683282227721,0.0561188716706764,180.578137853046,82
1482277375538,1482277375605,"KEYCODE_0",13,-0.20431614,-0.08357966,-0.2971151,-0.019836426,-0.05593872,-0.005844116,165.94873,9.555286,-71.39105,0.09685516,0.099731624,0.5331502,0.08390808,0.020721436,0.02029419,166.14575,9.91658,-71.28493,0.00539471518,0.0293665894576923,0.0143211603846154,0.0392409104461538,-0.0132152849846154,0.00980318526923077,166.059472307692,9.71910646153846,-71.3102603846154,0.007121086,0.048154652,-0.13090467,0.041519165,-0.010757446,0.009963989,166.07056,9.708317,-71.29228,0.0809553916826612,0.0464876305574895,0.301206442718619,0.0354601067507213,0.0216756836715144,0.00769276473969574,0.0747184217751146,0.139405408176784,0.0322740766393573,0.00655377544249309,0.00216109979484963,0.0907253211352048,0.00125741917077255,0.000469835262627555,5.91786293403061e-05,166.059487824401,9.72002928831172,71.3102671262236,-0.0639748922505584,-1.21245559197128,1.44644147456317,-0.192745151885348,-0.340174596824193,-0.0627097290286785,-0.445179062041264,0.232188873005109,-1.67134615341323,0.0779662864439942,0.0534533247372753,0.289743931624827,0.0519667554482453,0.0246645057887622,0.0122771685866988,0.30477458171696,0.0588184527689044,180.984492881245,67
1482277376023,1482277376096,"KEYCODE_4",15,-0.09237003,-0.14891398,-0.18169308,-0.06567383,-0.03187561,-0.005508423,165.55511,9.150162,-71.29375,0.07697296,0.038042605,0.3126576,0.061065674,0.02407837,0.014572144,165.65033,9.318952,-71.226776,-0.00127976713333333,-0.0343506854313333,0.0678732868666667,-0.01931559246,-0.000292968648,0.00238037111066667,165.593700666667,9.23777206666667,-71.2642744,0.015072823,-0.03923011,0.046046495,-0.027511597,0.0023651123,0.0013427734,165.58606,9.249552,-71.27196,0.0512113484303593,0.055551967173903,0.164103668180812,0.041973058653674,0.0173146721020289,0.00680459154369504,0.0370062841124248,0.0631952371537904,0.0246715413636275,0.00262260220805567,0.0030860210568904,0.0269300139103982,0.00176173765274476,0.00029979787000078,4.6302466076526e-05,165.593704526015,9.23797381199755,71.2642783859098,-0.9579472500458,0.263505946786286,0.39901835422626,0.585804666342745,-0.460548302446084,0.457454810036943,0.619408312663484,-0.559216193998878,0.934550446612877,0.0494914120304474,0.0637201373928744,0.172457132991911,0.0449152600791303,0.0167301277927807,0.00699155216166296,0.190397264932887,0.0484371713208765,180.51374604906,73
1482277376565,1482277376623,"KEYCODE_5",11,-0.067147255,0.0028517246,-0.1742835,-0.023086548,-0.057617188,-0.01864624,166.03827,9.625818,-71.20957,0.10744095,0.11694056,0.464674,0.06970215,0.0024108887,0.01776123,166.18024,9.885641,-71.135635,0.021145387,0.0392517336,0.0766049948954545,0.0344446357636364,-0.0182092839636364,0.00290887996363636,166.093360909091,9.71533627272727,-71.1523203636364,0.04900837,0.03403592,-0.017447472,0.036621094,-0.014190674,0.0066986084,166.08398,9.688443,-71.14476,0.0649113324245498,0.0344577101068364,0.218511900582448,0.0303349419032388,0.0170126415490478,0.0127661492832638,0.0509302580897737,0.0917577638351009,0.022071614858332,0.00421348107713041,0.00118733378580678,0.0477474506961537,0.000920208700272875,0.000289429972476386,0.000162974567522577,166.093368007758,9.71573018210494,71.1523234757573,-1.28774045883529,0.45410564867732,1.29126788945713,-0.215242697016465,-0.70863950528505,-0.890572799739677,0.552573820127049,0.879269664056002,-1.02761356858818,0.0654030942251634,0.0511868434398802,0.221979950903392,0.0449776199545286,0.0243863933222004,0.0125148024511233,0.237007924505989,0.0526716504054098,180.953185783314,58
1482277377090,1482277377148,"KEYCODE_8",12,-0.07199764,-0.22745645,-0.36853337,-0.016723633,-0.023422241,-0.0028076172,166.09888,9.489827,-71.25369,0.13249683,0.07580787,0.42052507,0.041900635,0.01727295,0.018829346,166.21216,9.693187,-71.160995,0.0179831183333333,-0.00221618016666667,-0.0184582463333333,0.0196571350583333,0.005588531575,0.00810623168,166.144001666667,9.56151108333333,-71.1970486666667,-0.004421711,0.038084269,-0.121013403,0.0229415895,0.0078048706,0.0077438355,166.134915,9.5421065,-71.187625,0.0681373085768292,0.092194373970017,0.295466852245665,0.0183726041295397,0.0114843819876674,0.0078282390422006,0.0391796243040418,0.0679164233725517,0.0305273386635468,0.00464269282009404,0.00849980259172336,0.0873006607759616,0.000337552582500778,0.000131891029638658,6.12813265018337e-05,166.144005901315,9.56173218881162,71.1970546659217,0.98645645687944,-1.31137446130193,1.04128590960922,-0.536307387647767,-0.578961678751206,0.138880345137542,0.695769816178966,0.857138039803302,-0.926087934215865,0.0676697443230247,0.088297209262869,0.283489528146985,0.0263785170039423,0.0123341718678992,0.0110401785014185,0.304535554622698,0.0311423103885587,181.009055056615,58
1482277377583,1482277377632,"KEYCODE_9",10,-0.12612629,-0.080486596,-0.1673677,-0.007736206,-0.059814453,-0.01914978,165.82605,9.172145,-71.21673,0.19621277,0.12016344,0.42223382,0.05227661,-0.009857178,0.007247925,165.86151,9.304126,-71.09409,0.01648960147,0.00716747654,0.1196278802,0.02810668932,-0.0313034057,-0.002798461844,165.843322,9.2223501,-71.1429319,0.01147603985,0.0085710882,0.100786685,0.0297088625,-0.028564453,0.00117492678,165.84683,9.2134475,-71.143403,0.0860482123379122,0.0631516075899702,0.211262071670576,0.0191781024361856,0.0164383711066655,0.00896950676768457,0.013835639807717,0.0466743587433185,0.036357650420509,0.00740429484655043,0.00398812554119758,0.0446316629265434,0.000367799613052829,0.000270220044640455,8.04520516555392e-05,165.843322519413,9.22245639800795,71.1429402612719,0.174793693574192,-0.066678191430059,0.267551980121345,-0.250625397168125,-0.499858413384292,-1.32896559205977,-0.760644259773391,0.572215681566706,0.0388721488790499,0.0832812843232789,0.0603380949900581,0.23340806831606,0.03348142225591,0.0349728644608245,0.00895757976142603,0.25506035438813,0.0492376392616062,180.694159494186,49
1482277378109,1482277378184,"KEYCODE_7",15,-0.087649345,-0.097448766,-0.1057632,-0.038848877,-0.023101807,-0.0018920898,165.34473,8.985195,-71.30993,0.040356636,0.00038403273,0.22290516,0.014862061,0.0032196045,0.005859375,165.45581,9.081125,-71.23452,-0.0100020090533333,-0.0483401358846667,0.0664610706333333,-0.01304423014,-0.007789103222,0.002659098316,165.408395333333,9.04653526666667,-71.2716567333333,-0.0065956116,-0.0483934,0.06633425,-0.012054443,-0.007507324,0.0028076172,165.41858,9.054894,-71.25888,0.0328944779323629,0.0275715467126583,0.0931909087291732,0.0189409255069968,0.00736039377173751,0.00206464172505263,0.0309300602435062,0.0302091577493285,0.0254965356763459,0.00108204667844271,0.000760190188128296,0.00868454546976909,0.000358758659061601,5.41753964750323e-05,4.26274545282832e-06,165.408398032382,9.04658234278052,71.2716609898297,-0.31066589295056,0.00579555248261247,0.00408260746877863,-0.156769605524457,-0.114849516509012,-0.215803374790676,-0.987841593562788,-0.830086035767147,-1.50334933680956,0.0333159183922064,0.0551931117042799,0.111904645486742,0.0224720572059935,0.0105467451083103,0.00332405870537718,0.129146737006518,0.0250454896882833,180.336985812597,75
1482277378635,1482277378684,"KEYCODE_3",10,-0.06970501,-0.053566456,-0.14470148,0.01020813,-0.027175903,-0.0064086914,165.74579,9.360739,-71.31341,0.1205616,0.06383896,0.16166067,0.04647827,0.0021362305,0.023101807,165.92023,9.60434,-71.25926,0.0476412775,0.01773199439,0.028214741456,0.0313201903,-0.01615295425,0.01278533946,165.811614,9.4509631,-71.276444,0.059364797,0.022245943,0.02662456028,0.031715394,-0.017860413,0.0169296265,165.78979,9.4246245,-71.26785,0.0580588412890849,0.0394688286626089,0.0942829252931908,0.012988802319582,0.00962151102722499,0.0109002248192529,0.062290004584294,0.0891744971919289,0.019168922881699,0.00337082905183115,0.00155778843599838,0.0088892700018414,0.00016870898569718,9.25734744470121e-05,0.000118814901110258,165.811624530143,9.4513417248249,71.2764463198607,-0.60577437852884,-0.343102298417813,0.0505981704870218,-0.0912794783405517,0.532387920723236,-1.14060593484641,1.05108356367879,0.886080689974988,-1.34498949988585,0.0728247036964795,0.0414298590082748,0.0937892032010411,0.0336569815574076,0.0185535456990006,0.0164437926314663,0.125762813752761,0.0418022102485891,180.729506416945,49
1482277379102,1482277379168,"KEYCODE_6",13,-0.0957365,-0.20150518,-0.24360204,-0.048828125,-0.06349182,-0.027008057,166.10577,9.466251,-71.19906,0.14674091,0.12850952,0.6365402,0.065704346,0.036499023,0.011352539,166.15973,9.596662,-71.09873,0.0170431141,0.0170707744615385,0.0776719312307692,0.0208658073461538,0.0119429367384615,-0.00607417192538462,166.131493076923,9.52947676923077,-71.1443051538461,0.004678726,0.053865552,-0.03635931,0.026977539,0.019592285,-0.002670288,166.12787,9.529673,-71.13736,0.0711986904218625,0.0958106538558307,0.317686146185112,0.0378677954014917,0.027734645989156,0.0134177655679611,0.0189312904053105,0.0464367567040627,0.0346756128613131,0.00506925351778822,0.0091796813922818,0.100924487477948,0.00143396992856924,0.000769210588143805,0.000180036432836763,166.131494072595,9.52958120763364,71.1443129542309,0.520980991085898,-1.15210916712335,1.07682921587954,-0.484189659501968,-0.827414375275888,-0.761054567873594,0.574141040390033,-0.0126772916430787,-0.600867867044539,0.0704966572095616,0.0936213832152179,0.314950780702917,0.0419409878955579,0.0292005869947998,0.0142507207201543,0.336048711258101,0.0530547244601274,180.975135050413,66
1482277379611,1482277379702,"KEYCODE_7",18,-0.049822807,-0.20043981,-0.11067605,-0.0549469,-0.035720825,0.001663208,165.61462,9.204205,-71.440605,0.106113434,0.09335095,0.4084158,0.059127808,0.025741577,0.0134887695,165.71674,9.263123,-71.282196,0.0105495980833333,-0.0658633115555556,0.108483049766667,-0.00815921376666667,-0.0132132635944444,0.00709872772777778,165.65773,9.24224488888889,-71.3712179444444,-0.0001010895,-0.081868085,0.073517202,-0.0190200805,-0.017440796,0.00657653815,165.652985,9.2513785,-71.3731125,0.0395499702755118,0.0851782038413678,0.147320604849799,0.0412952867406963,0.0181533214701812,0.00408051597580334,0.0321812590694372,0.0185447774601301,0.0595706399638497,0.00156420014879387,0.0072553264096416,0.0217033606133106,0.00170530070699633,0.000329543080399741,1.66506106287863e-05,165.657732952166,9.2422624605083,71.3712414238865,0.807890942203408,0.563692566501557,0.712035790288456,0.789014988673999,0.698637835367991,0.383914373236811,0.442338193459965,-1.47754985964329,0.0954105356280318,0.0398571720051412,0.105783876509047,0.179627922227288,0.0409528332123679,0.022041448824996,0.00813126755543598,0.212238104809719,0.0472131075707057,180.614944023541,91
1482277380138,1482277380220,"KEYCODE_8",17,-0.21928406,-0.26595092,-0.35180426,-0.070007324,-0.06788635,-0.008026123,165.9447,9.527549,-71.44906,0.1306324,0.12420857,0.6679585,0.088134766,0.070632935,0.018707275,166.05267,9.807867,-71.26179,-0.0368118288235294,-0.0130032511176471,0.107815673,0.0200536392705882,0.00452647523529412,0.00348169655294118,165.990478235294,9.65471897058823,-71.3202432941176,-0.043524742,0.038707614,0.07797766,0.029388428,0.013916016,0.0028076172,165.98224,9.626894,-71.292984,0.0998804318875716,0.123862498282839,0.310857775530208,0.0538241536417739,0.0461342387330099,0.00913048593751905,0.0368354973556899,0.104427995921901,0.0612087005710427,0.00997610067404783,0.0153419184808663,0.0966325566075892,0.00289703951525328,0.00212836798347435,8.33657734552331e-05,165.990482082018,9.65525049517842,71.3202680144607,0.20162847866017,-1.2524581491865,0.28795817909757,-0.520293665453954,-0.610579540656048,0.221481975073609,0.670948070654212,0.799353765508743,-1.33604996658943,0.103655110650494,0.120865781871888,0.320269430193223,0.055935443809052,0.044985095808002,0.00951756877123655,0.357666642430854,0.072408679274559,180.921653302195,82
1482277380680,1482277380763,"KEYCODE_4",16,-0.07305241,-0.1387608,-0.2742374,-0.05923462,-0.0262146,-0.00894165,165.34442,9.021789,-71.38169,0.14742374,0.08831337,0.27179074,0.02684021,0.025817871,0.01234436,165.53284,9.290153,-71.34468,0.0181205867475,-0.0431060756375,0.0254413781875,-0.02750110648125,0.005383491423125,-0.00278949731875,165.414566875,9.1422965625,-71.3616134375,-0.00201797487,-0.058690593,0.008491874,-0.0329055785,0.007911682,-0.0036087036,165.38312,9.1163745,-71.359805,0.0734221412782166,0.0686478431569766,0.144135002127241,0.0272124031365232,0.0168153122808798,0.00586596268321788,0.0733451996810298,0.0969563176932229,0.0111662486566679,0.0053908108298784,0.00471252637010486,0.0207748988382198,0.000740514884464658,0.000282754727103507,3.44095182009047e-05,165.41458211942,9.14277853998819,71.3616142565138,0.822853757745479,0.681063671302665,0.352783930426639,0.595809784784832,-0.451051494253199,0.418962577239211,1.28625493434169,0.802074473847713,-0.485867068415056,0.0733637568359519,0.0792220122746145,0.14185813823997,0.0380860021776855,0.0171483100205938,0.00632773408138028,0.178275347232404,0.0422450981422192,180.383076718602,83
1482277381290,1482277381347,"KEYCODE_5",12,-0.055431366,-0.07940549,-0.21565557,-0.04081726,-0.049850464,-0.021240234,165.94556,9.590541,-71.35863,0.14892578,0.14150959,0.5631099,0.06903076,0.028503418,0.014251709,166.07458,9.8444605,-71.29115,0.0525725684166667,0.0352216604166667,0.069053851425,0.027248382375,-0.00959014898333333,-0.00170516975,166.003804166667,9.68743208333333,-71.31317,0.063441277,0.0295186045,-0.02069211025,0.0336532595,-0.012138367,6.10351499999999e-05,165.994355,9.66418975,-71.310085,0.0690188301853104,0.0670171456314299,0.270542978068994,0.0362653046526968,0.0223780075515566,0.0128010849951885,0.0493365178154235,0.0882967465257803,0.0179737465917804,0.00476359892014871,0.00449129780858428,0.0731935029824403,0.00131517232155291,0.000500775221977526,0.000163867777054041,166.003810887148,9.68780093683232,71.3131720762944,-0.472423622110879,0.25529538133561,0.995176023220749,-0.529835101594028,0.34161459783171,-0.413919187474465,0.574574397530549,0.789689345797624,-0.514917685788917,0.0844423311698271,0.0731955487287939,0.268071779188329,0.0441367077402062,0.0234737068014817,0.0123741558436331,0.290431703579861,0.0514993554715865,180.93282518004,57
1482277381824,1482277381907,"KEYCODE_1",17,-0.08681011,-0.14594948,-0.24182916,-0.057006836,-0.065963745,-0.0046691895,165.37079,8.998454,-71.2994,0.0981617,0.075231135,0.26414895,0.037704468,0.053466797,0.011230469,165.64624,9.301989,-71.224815,-0.00523017384705882,-0.0540544528823529,0.0635819577647059,-0.0227320053117647,0.0117887609235294,-0.000115787241176471,165.490621764706,9.12731094117647,-71.2596187058823,-0.019687653,-0.04976338,0.033965588,-0.030807495,0.013824463,-0.0026397705,165.46063,9.098391,-71.2603,0.0558900415684047,0.0668623791138945,0.175126153332532,0.0299501479745076,0.032081950029972,0.00527066129557363,0.110427607917771,0.122736444802202,0.0248720281460034,0.003123696746518,0.00447057774077016,0.0306691695810494,0.000897011363694901,0.00102925151772562,2.77798704926579e-05,165.490656440224,9.12808759381387,71.2596227911448,0.776031583475195,-0.192533062952043,0.507343464145015,0.80889313419508,-0.190359570528173,1.43662234240504,0.814789850239323,0.706879066517167,0.0821759424268307,0.054472971256819,0.0844362863700134,0.181404978254063,0.0368915987028755,0.0332818598475614,0.00511460332273161,0.207375401600243,0.0499482874272544,180.411787842349,83
1482277382400,1482277382458,"KEYCODE_0",11,-0.06107807,-0.018754423,-0.23485589,-0.015213013,-0.03565979,0.00035095215,165.59473,9.292154,-71.17563,0.08678818,0.09578884,0.23650622,0.051818848,0.008666992,0.016693115,165.74896,9.520603,-71.152534,0.0126986070636364,0.0443387361818182,-0.00239127354545454,0.0254599832,-0.0120835737209091,0.00851301711090909,165.660906363636,9.37689431818182,-71.1652699090909,0.011874199,0.048020124,0.010720491,0.03755188,-0.010604858,0.006454468,165.66193,9.363021,-71.16729,0.0451147373103232,0.0332051960499343,0.174037577776746,0.0264111915350467,0.0127672476182009,0.00717597482231827,0.0545614903155605,0.0785258475523415,0.00876324552268848,0.00203533952257947,0.00110258504471457,0.0302890784783971,0.000697551038300923,0.000163002611744456,5.14946146505458e-05,165.6609145319,9.37719322556398,71.1652703995911,0.054820760096572,-0.332603470792256,-0.226016094563339,-1.37349692655341,-0.347463078604596,0.860600473892434,-0.0562834532774276,0.530015986363152,0.69155573828937,0.0448504546046867,0.0544818645684092,0.165955548502064,0.0358098876302422,0.0171521703105935,0.010921755645343,0.180336022257669,0.0411804534315828,180.543529563875,58
1482277383027,1482277383067,"KEYCODE_2",8,-0.09943485,-0.059759557,-0.3314054,0.02748108,-0.033996582,-0.0030059814,165.86877,9.665143,-71.4807,0.11918259,0.0137248635,0.2571962,0.05493164,-0.0043945313,0.014877319,165.9256,9.7990055,-71.43663,0.05512798,-0.0307385400625,-0.02972149575,0.044328689875,-0.019880294875,0.0095272064125,165.88981625,9.7155880625,-71.45421625,0.086282255,-0.032396138,-0.004169823,0.0459823615,-0.0224456785,0.01272583025,165.883305,9.700986,-71.45389,0.0733299152805195,0.0254484168094257,0.237969831846008,0.00976282300243944,0.0110374154446537,0.00662230402652733,0.0217588464357448,0.0523363690498009,0.0150093905724772,0.00537727647504816,0.000647621918106259,0.0566296408688174,9.53127129769607e-05,0.000121824539697879,4.385491061976e-05,165.889817498619,9.71571140518167,71.4542176293558,-1.2745524748319,0.195406804664492,-0.32212073965579,-0.508153724978972,0.6972783541212,-1.44902310042869,0.897738308767868,0.837012354798927,-0.065209176566857,0.0880011993926648,0.0388783618934349,0.22457582921996,0.0452595997539612,0.0224013972009024,0.011364009363718,0.244315454255143,0.0517628696582795,180.885410729714,40
1482277383628,1482277383635,"KEYCODE_9",1,0.0026435852,-0.006889522,0.029144287,0.006652832,0.0115356445,0.007080078,165.93872,9.641086,-71.57557,0.0026435852,-0.006889522,0.029144287,0.006652832,0.0115356445,0.007080078,165.93872,9.641086,-71.57557,0.0026435852,-0.006889522,0.029144287,0.006652832,0.0115356445,0.007080078,165.93872,9.641086,-71.57557,0.0026435852,-0.006889522,0.029144287,0.006652832,0.0115356445,0.007080078,165.93872,9.641086,-71.57557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.93872,9.641086,71.57557,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0026435852,0.006889522,0.029144287,0.006652832,0.0115356445,0.007080078,0.0300639904343471,0.0150817363767137,180.974228981153,7
1482277384079,1482277384170,"KEYCODE_4",19,-0.16006756,-0.15555757,-0.3769455,-0.048599243,-0.047714233,-0.007507324,165.518,9.079912,-71.62407,0.12781048,0.06699404,0.3813672,0.05833435,0.025817871,0.0134887695,165.67249,9.303296,-71.56888,0.00966302972631579,-0.0455230991052632,-0.0198943748031579,-0.00483944543157895,0.00127210117526316,0.00393355525263158,165.580208947368,9.19143471052632,-71.5999611578947,-0.0010461807,-0.050587445,0.021657228,-0.010375977,0.0029296875,0.0040893555,165.56995,9.198454,-71.60405,0.0714184266847602,0.0665897512890045,0.166707762101682,0.0369324242297819,0.022676433409167,0.00754242657498729,0.0570326167785458,0.0840185179673232,0.0147649291613738,0.00510059167012646,0.00443419497673147,0.0277914779449511,0.00136400395948858,0.000514220632160387,5.68881986390746e-05,165.580218252597,9.19179849741347,71.5999626001391,0.449850728590791,0.228158799066115,-0.747744477149428,0.449729338153475,-0.219291935573972,-0.0619695448750259,0.539635805678437,-0.250633657085469,0.830788023546662,0.0701820035369009,0.0792033386032004,0.163476465365006,0.0362716764086727,0.0221082480030096,0.00832868175924222,0.194738894919794,0.0432871352610077,180.63181469646,91
1482277384722,1482277384796,"KEYCODE_2",15,-0.111237526,-0.074119866,-0.16113544,-0.03463745,-0.045150757,-0.011764526,166.06189,9.842462,-71.57666,0.21782112,0.13091463,0.25030875,0.01977539,0.01687622,0.008712769,166.16736,10.006044,-71.47484,0.00829029097293333,0.01309123842,0.0413496652666667,0.00103963216266667,-0.0109069824933333,-0.000812784763333333,166.113080666667,9.9083677,-71.5043299333333,-0.006942749,0.006496668,0.028316736,0.006713867,-0.009552002,0.00048828125,166.11017,9.8936405,-71.493004,0.0747998793595268,0.0545824319879555,0.121943319767563,0.0172601529179824,0.0187624738818897,0.00692701842157839,0.0388262349572111,0.0599504693594755,0.0300258004543404,0.00559502195219976,0.00297924188171978,0.0148701732359342,0.000297912878752137,0.000352030426168592,4.79835842128863e-05,166.113084901667,9.9085369723921,71.5043358172107,0.610951786421292,0.362455657240879,0.320630829753745,-0.986242972057621,-0.21665274555951,-0.563474470898061,0.224899478653426,0.736968375261185,-1.13162012289018,0.0727375378545059,0.0543323686179894,0.124854407896573,0.0167072695316234,0.0211547630145215,0.00674131275570276,0.154374152188703,0.0277867261668783,181.120418841008,74
1482277385256,1482277385338,"KEYCODE_7",17,-0.106702805,-0.21938479,-0.27458215,-0.060836792,-0.030181885,0.0033416748,165.72296,9.414885,-71.48824,0.13862705,0.06435758,0.37946558,0.078933716,0.029052734,0.022567749,165.89087,9.5575905,-71.33404,0.0118071045882353,-0.118799851058824,0.112192855352941,0.000726139222882353,-0.00703968727058824,0.00978537173529412,165.792781764706,9.49635929411765,-71.4176364117647,0.010135651,-0.14120126,0.14366293,-0.008666992,-0.010498047,0.008926392,165.76141,9.5043745,-71.42493,0.0801141438038806,0.0812354122295799,0.20843951311465,0.0507726941684399,0.0191959985634905,0.00482137826548323,0.0652645121060515,0.0473814873243164,0.0592060461186806,0.00641827603742886,0.00659919220010979,0.0434470306274722,0.00257786647312193,0.000368486360849531,2.3245688378874e-05,165.792793854798,9.49647054379563,71.4176595094064,0.0625902060063331,0.827277476399124,-0.4529382290835,0.555010801183035,0.540481348439355,0.534481856429093,1.44205926131356,-0.507489718135536,0.369569767621998,0.078613854420998,0.142563701674835,0.231254318307246,0.0492621005133932,0.0199089901660518,0.0108458192379698,0.28281284779498,0.0542287214616601,180.770339206327,82
