"id","Timestamp","alpha","beta","gamma","SqSumA","SqSumG","SqSumO","MagnA","MagnG","MagnO","XdeltaA","YdeltaA","ZdeltaA","XdeltaG","YdeltaG","ZdeltaG","belongsToKey","xA","yA","zA","xG","yG","zG"
11,19813335808758,244.16092,-7.9905787,64.45898,0.033440088227729,0.000787514525620151,63833.3643058477,0.182866312446358,0.0280626892086299,252.652655449824,-0.00183773,0.00173348,-0.00158358,-0.0164947515,-0.00227356,0.0072174072,FALSE,0.09723663,-0.083911,0.13016939,-0.02420044,-0.01361084,0.0040740967
12,19813340844158,244.15024,-7.978813,64.44389,0.0668628740911151,0.00166478052466846,63826.0161072787,0.258578564639676,0.0408017220796924,252.638112934843,-0.01812744,0.121749876,0.11308527,-0.015274047,0.0079345705,0.0045471193,FALSE,0.07910919,0.037838876,0.24325466,-0.039474487,-0.0056762695,0.008621216
13,19813345879559,244.14459,-7.9632607,64.42629,0.0648057505480145,0.00197045384666207,63820.7411904084,0.254569736119623,0.0443897943976098,252.627673049507,-0.00124359,0.000571429999999998,-0.00394869,-0.00396728499999999,0.0117034912,-0.0017700197,FALSE,0.0778656,0.038410306,0.23930597,-0.043441772,0.0060272217,0.0068511963
14,19813350914959,244.13428,-7.948904,64.4068,0.0626826763907197,0.00174852321153235,63812.9676321596,0.250365086205564,0.0418153466030398,252.612287175742,-0.00106811499999999,0.000451267000000005,-0.00420046000000002,0.00292968699999999,0.0036621093,-0.0031890869,FALSE,0.076797485,0.038861573,0.23510551,-0.040512085,0.009689331,0.0036621094
15,19813355950359,244.12567,-7.9361205,64.38768,0.0606323894049158,0.00136691659244618,63806.0980973218,0.246236450195571,0.0369718351241345,252.598689817113,-0.001055715,0.000351726999999996,-0.00411223999999999,0.003967285,-0.0047149658,-0.001083374,FALSE,0.07574177,0.0392133,0.23099327,-0.0365448,0.0049743652,0.0025787354
16,19813360985760,244.07608,-7.902852,64.37437,0.0318522497605446,0.000780667394079471,63779.6474107972,0.178471985926488,0.0279404258034746,252.546327256599,-0.12068844,-0.12884581,-0.08335161,0.008789063,-0.0078430175,-0.0011444092,FALSE,-0.04494667,-0.08963251,0.14764166,-0.027755737,-0.0028686523,0.0014343262
17,19813366021160,244.01695,-7.873599,64.36326,0.0308755886711804,0.000397350862979675,63748.8946863429,0.175714508994506,0.0199336615547589,252.485434602361,0.000555989999999999,0.001836716,-0.00204992000000001,0.010787964,-0.0075683597,-0.0021514893,FALSE,-0.04439068,-0.087795794,0.14559174,-0.016967773,-0.010437012,-0.0007171631
18,19813371026043,243.98175,-7.849887,64.35419,0.0294305885617677,0.000292029481867004,63730.1768295314,0.171553456863357,0.0170888701167457,252.448364679852,0.000769617,0.002626004,-0.00320529999999999,0.0151062007,-0.006454468,-0.001083374,FALSE,-0.043621063,-0.08516979,0.14238644,-0.0018615723,-0.01689148,-0.0018005371
19,19813376000408,243.949,-7.828789,64.34303,0.00732949935001161,0.000377122554589629,63712.4300477874,0.0856124952913511,0.0194196435237527,252.413212902549,-0.004268647,0.04536408,-0.083636287,0.0128936768,0.001174927,-0.0010986329,FALSE,-0.04788971,-0.03980571,0.058750153,0.0110321045,-0.015716553,-0.00289917
20,19813381127361,243.9275,-7.8287325,64.338135,0.00720627982267488,0.000532981481906843,63701.3099240848,0.0848898098871406,0.0230863917039204,252.391184323234,0.000629426000000002,-7.76060000000009e-05,-0.000594615999999999,0.0114746095,0.0145416262,-0.002105713,FALSE,-0.047260284,-0.039883316,0.058155537,0.022506714,-0.0011749268,-0.005004883
21,19813390923504,243.9181,-7.825955,64.32563,0.00704293077763376,0.000577914065408468,63695.0717541689,0.0839221709540081,0.0240398432900148,252.378825883173,0.000732420999999997,-1.51990000000005e-05,-0.000830174000000003,0.00100708,0.0022583008,0.0001220705,FALSE,-0.046527863,-0.039898515,0.057325363,0.023513794,0.001083374,-0.0048828125
22,19813395928387,243.9193,-7.8256936,64.32896,0.00361954789223753,0.000419571515806246,63696.0814874927,0.060162678566014,0.0204834449203801,252.380826307175,0.013008118,0.002502085,-0.090453623,-0.003356934,-0.0034942627,0.0021514893,FALSE,-0.033519745,-0.03739643,-0.03312826,0.02015686,-0.0024108887,-0.0027313232
23,19813401268963,243.93973,-7.822165,64.33369,0.0035083783875371,0.000304786710612846,63706.6018067762,0.0592315658035232,0.0174581416712331,252.40166759904,0.000287054999999994,0.000388860000000005,0.000966069999999999,-0.005569458,-0.0071716308,0.0023193359,FALSE,-0.03323269,-0.03700757,-0.03216219,0.014587402,-0.0095825195,-0.0004119873
24,19813406304363,243.93152,-7.8142285,64.338356,0.00338074498918323,0.000189812384733057,63703.0726693434,0.0581441741637391,0.0137772415502181,252.394676388674,0.000283242000000003,0.000700294999999997,0.000907419999999999,-0.0076599118,-0.0016937255,0.0042419433,FALSE,-0.032949448,-0.036307275,-0.03125477,0.0069274902,-0.011276245,0.003829956
25,19813411339764,243.91599,-7.801142,64.341866,0.0032405704359095,0.000113097483836222,63695.7437145462,0.0569260084312039,0.0106347300782023,252.380157133136,0.000355720999999996,0.001042902,0.000682832000000001,-0.0086822509,0.0035095214,0.0032196045,FALSE,-0.032593727,-0.035264373,-0.030571938,-0.0017547607,-0.0077667236,0.0070495605
26,19813420830730,243.91019,-7.7946944,64.34756,0.0111521298389395,0.000219304572026015,63693.5465245791,0.105603645007829,0.0148089355466899,252.37580415836,-0.020663263,0.0387364628,-0.060553072,-0.0089874268,0.0059204101,0.0029754635,FALSE,-0.05325699,0.0034720898,-0.09112501,-0.0107421875,-0.0018463135,0.010025024
