"Timestamp","XminA","YminA","ZminA","XminG","YminG","ZminG","XmaxA","YmaxA","ZmaxA","XmaxG","YmaxG","ZmaxG","XmeanA","YmeanA","ZmeanA","XmeanG","YmeanG","ZmeanG","XrmsA","YrmsA","ZrmsA","XrmsG","YrmsG","ZrmsG","MagnRmsA","MagnRmsG","TotalTime","WindowSize"
"1481653606064",-0.06268406,-0.0010738373,-0.05449009,0.019195557,-0.020248413,0.00015258789,0.01727295,0.038772106,0.16902518,0.03591919,-0.009490967,0.008102417,-0.0210683824,0.0172878862,0.0669303876,0.0299804684,-0.014501953,0.004849243138,0.0361344591451387,0.0225116707387159,0.107818989586852,0.0305889481343539,0.0150021972827616,0.00559698120529776,0.115919838563939,0.034526451741955,1,5
"1481653606064",-0.06268406,-0.0010738373,-0.05449009,-0.00019836426,-0.013946533,-0.0043029785,0.01727295,0.038772106,0.055563927,0.0335083,-0.009490967,0.006134033,-0.01011524194,0.02337439094,-0.0087183952,0.017749023348,-0.011480713,0.000646972618,0.0298744125302701,0.0275560687160858,0.0395670492440909,0.0215636500419028,0.0115875972415194,0.00380009405836849,0.0567218549855232,0.024773052452489,9,5
"1481653606065",-0.028217316,-0.014868021,-0.05449009,-0.016464233,-0.012176514,-0.006576538,0.01727295,0.038772106,0.094730616,0.019195557,-0.0063934326,0.00015258789,-0.00297069534,0.0180227044,0.0018855572,0.000491333247999999,-0.00974121112,-0.003671264622,0.0164063688224525,0.026723952856875,0.053349017468441,0.0125915820171609,0.00992365311718685,0.00439381589466621,0.0618826006166745,0.0166232501936704,18,5
"1481653606073",-0.0629549,-0.04350859,-0.023435354,-0.023406982,-0.012176514,-0.006576538,0.007203102,0.01796031,0.13341427,-0.00019836426,-0.0017242432,-0.0043029785,-0.0272754666,-0.0096922876,0.0608585362,-0.013986205952,-0.00657653816,-0.00553588864,0.0360274203425014,0.0240957726279723,0.0817986638245119,0.0163724786068433,0.00783192794854511,0.00558329075947951,0.0925721485034766,0.0189886883914512,20,5
"1481653606083",-0.102311134,-0.093547344,0.074022055,-0.023406982,-0.0063934326,-0.006576538,-0.028217316,-0.014868021,0.18751073,-0.016464233,-0.0017242432,-0.0015106201,-0.060546112,-0.0500574358,0.1222847462,-0.0208129882,-0.00314331054,-0.00460510252,0.0658952356044986,0.0592528137541608,0.128245778616258,0.0209514608567809,0.00356070961331631,0.00495268888403945,0.155884757901624,0.0218213540406107,20,5
"1481653606093",-0.117676735,-0.093547344,0.12174606,-0.023406982,-0.0027923584,-0.0056152344,-0.0385561,0.0047661066,0.26562643,-0.0110321045,-0.0007171631,-0.0002746582,-0.0873849878,-0.04482346848,0.177588272,-0.0189819335,-0.00195007326,-0.002273559572,0.0920828908404682,0.0585725347349971,0.184721988281531,0.0195059253471208,0.00209301424626948,0.00307211381996403,0.214551191013945,0.0198569815330869,21,5
"1481653606103",-0.117676735,-0.07960904,0.17964387,-0.02053833,-0.0027923584,-0.0015106201,-0.102311134,0.0047661066,0.26562643,0.006164551,0.0024414063,0.0018310547,-0.1091657638,-0.02695490194,0.218596508,-0.0092529296,-0.000485229484,-0.000112915032,0.109277277078205,0.0416611562992305,0.221198717923683,0.0133779295240439,0.00188200943063695,0.00108612141922703,0.250212006188546,0.0135532511813438,19,5
"1481653606114",-0.117676735,-0.046554387,0.14780879,-0.0110321045,-0.008132935,-0.0002746582,-0.062171936,0.0047661066,0.26562643,0.018096924,0.0024414063,0.0029296875,-0.0922229762,-0.01606860164,0.216197444,0.0042663575,-0.001956176844,0.00121459962,0.0953853346584797,0.0246080496028738,0.220024468760272,0.0112637607740847,0.00418012309405734,0.00176364145130637,0.241069875816967,0.012143153092424,18,5
"1481653606122",-0.109375,-0.055330575,0.12061238,0.006164551,-0.008132935,0.00074768066,-0.04082203,-0.0011587143,0.21058083,0.02130127,0.00044250488,0.0029296875,-0.0662271502,-0.02372350696,0.167031718,0.0156860353,-0.003604126064,0.001846313492,0.0701074954255187,0.0300363434350841,0.17080781696074,0.0167682888173308,0.0048330008821387,0.00197107886131636,0.18706296580746,0.017561849540003,26,5
"1481653606132",-0.062171936,-0.055330575,0.003969431,0.0146484375,-0.008132935,-0.005722046,0.009386063,0.030070603,0.1488061,0.02130127,0.012313843,0.0029296875,-0.0317892076,-0.0211829069,0.0883749488,0.0188720705,0.0007141113,-0.000534057628,0.0419781406360074,0.0367606034078818,0.108610660482765,0.0190306674619632,0.00759662167097832,0.00321046521105526,0.12210561749842,0.0207408305458387,26,5
"1481653606148",-0.04082203,-0.055330575,-0.05547619,0.0004119873,-0.0005493164,-0.011001587,0.028287888,0.09224337,0.12061238,0.021255493,0.016479492,0.00074768066,0.0030704498,0.0215071316,0.0137039176,0.01270446776,0.0101165772,-0.005474853588,0.0262414336575391,0.0662592428341265,0.0608612399464353,0.0148064279356302,0.0120701613008244,0.00692719455398006,0.0937176110940326,0.0203200670872323,19,5
"1481653606158",0.0044755936,0.030070603,-0.104892254,-0.018539429,0.012313843,-0.0152282715,0.032794,0.14791107,0.020678043,0.0146484375,0.017501831,-0.005722046,0.02062606852,0.0977954626,-0.03124499352,-0.00111694344,0.0160461426,-0.0106201173,0.0235723386268977,0.106117356847359,0.0547395711633274,0.012082984066818,0.0161610617490343,0.0110891196827655,0.121708542114988,0.0230249211975584,20,5
