Timestamp,x,y,z,alpha,beta,gamma,keyPressed,key_x,key_y
1481470385290,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_3,1503,589
1481470385732,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_4,249,739
1481470386122,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_6,1443,748
1481470386640,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_7,322,858
1481470387463,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_2,982,572
1481470387913,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_5,1054,721
1481470388371,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_1,231,571
1481470388820,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_0,1023,1026
1481470389195,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_8,1080,882
1481470389662,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_9,1380,879
1481470390252,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_9,1380,880
1481470390694,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_4,254,714
1481470391102,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_6,1395,729
1481470391535,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_8,1026,858
1481470391960,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_2,1058,589
1481470392468,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_1,239,584
1481470392884,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_3,1475,603
1481470393334,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_5,1121,767
1481470393808,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_7,301,844
1481470394316,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_0,1013,1040
1481470394708,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_9,1351,882
1481470395166,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_8,1038,884
1481470395574,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_4,251,715
1481470396065,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_7,310,859
1481470396540,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_0,1040,1021
1481470397039,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_3,1434,570
1481470397473,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_6,1383,757
1481470397939,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_2,1026,596
1481470398464,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_1,221,593
1481470398897,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_5,1051,738
1481470399356,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_3,1476,592
1481470399788,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_8,1069,904
1481470400238,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_7,292,843
1481470400671,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_2,1083,561
1481470401079,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_5,1079,738
1481470401521,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_4,221,696
1481470401912,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_6,1383,743
1481470402338,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_9,1350,904
1481470402778,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_0,991,1010
1481470403245,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_1,225,585
1481470403687,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_6,1411,754
1481470404111,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_9,1341,906
1481470404537,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_4,234,716
1481470404969,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_8,1029,901
1481470405403,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_0,1036,1018
1481470405844,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_5,1081,709
1481470406268,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_3,1448,588
1481470406752,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_1,232,594
1481470407193,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_7,322,870
1481470407668,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_2,1010,570
1481470408310,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_2,1039,577
1481470408776,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_3,1438,608
1481470409185,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_7,298,842
1481470409626,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_8,1021,883
1481470410052,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_4,239,714
1481470410511,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_0,1003,1040
1481470410936,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_6,1451,726
1481470411402,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_1,232,567
1481470411861,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_5,1050,772
1481470412295,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_9,1352,857
1481470412728,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_4,239,712
1481470413187,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_7,307,854
1481470413679,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_9,1423,890
1481470414146,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_3,1446,590
1481470414645,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_2,1025,569
1481470415128,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_1,230,587
1481470415645,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_6,1347,755
1481470416112,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_0,989,1013
1481470416511,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_5,1069,734
1481470416952,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_8,1099,867
1481470417402,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_5,1056,731
1481470417845,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_9,1358,877
1481470418320,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_7,322,876
1481470418728,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_6,1434,732
1481470419135,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_4,242,718
1481470419561,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_3,1409,587
1481470420010,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_2,1054,555
1481470420460,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_1,192,600
1481470420885,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_0,981,999
1481470421268,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_8,1073,884
1481470421702,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_6,1404,749
1481470422135,0.0,0.0,0.0,0.0,0.0,0.0,KEYCODE_8,1039,918
