"DownTime","EventTime","Keypress","WindowSize","id"
1.3562931e+13,1.3562997e+13,"KEYCODE_5",13,437
1.3563539e+13,1.356363e+13,"KEYCODE_0",18,438
1.3564064e+13,1.3564122e+13,"KEYCODE_6",10,439
1.3564539e+13,1.3564605e+13,"KEYCODE_8",13,440
1.3565065e+13,1.3565131e+13,"KEYCODE_6",13,441
1.356554e+13,1.3565631e+13,"KEYCODE_4",18,442
1.3566082e+13,1.3566139e+13,"KEYCODE_2",11,443
1.3566582e+13,1.3566648e+13,"KEYCODE_8",13,444
1.3567099e+13,1.3567165e+13,"KEYCODE_5",12,445
1.3567624e+13,1.3567707e+13,"KEYCODE_0",16,446
1.3568191e+13,1.356824e+13,"KEYCODE_3",10,447
1.3568666e+13,1.3568757e+13,"KEYCODE_1",18,448
1.3569191e+13,1.3569291e+13,"KEYCODE_7",20,449
1.3569725e+13,1.3569808e+13,"KEYCODE_9",17,450
1.3570284e+13,1.3570358e+13,"KEYCODE_3",15,451
1.3570767e+13,1.3570858e+13,"KEYCODE_8",18,452
1.3571301e+13,1.3571392e+13,"KEYCODE_7",17,453
1.3571867e+13,1.3571925e+13,"KEYCODE_1",11,454
1.3572351e+13,1.357245e+13,"KEYCODE_6",20,455
1.3572893e+13,1.3572967e+13,"KEYCODE_9",15,456
1.3573418e+13,1.3573509e+13,"KEYCODE_4",18,457
1.3573969e+13,1.3574068e+13,"KEYCODE_0",20,458
1.3574569e+13,1.3574627e+13,"KEYCODE_2",12,459
1.3575086e+13,1.3575143e+13,"KEYCODE_5",11,460
1.3575594e+13,1.357566e+13,"KEYCODE_6",13,461
1.3576145e+13,1.3576236e+13,"KEYCODE_7",18,462
1.3576728e+13,1.3576786e+13,"KEYCODE_8",11,463
1.3577345e+13,1.3577394e+13,"KEYCODE_3",10,464
1.357782e+13,1.3577911e+13,"KEYCODE_4",18,465
1.3578404e+13,1.357847e+13,"KEYCODE_2",14,466
1.3578937e+13,1.357902e+13,"KEYCODE_1",17,467
1.3579504e+13,1.3579595e+13,"KEYCODE_0",18,468
1.358003e+13,1.3580079e+13,"KEYCODE_9",10,469
1.3580513e+13,1.3580571e+13,"KEYCODE_5",12,470
1.3581072e+13,1.3581121e+13,"KEYCODE_3",9,471
1.3581572e+13,1.3581638e+13,"KEYCODE_9",13,472
1.3582097e+13,1.358218e+13,"KEYCODE_4",16,473
1.3582631e+13,1.3582697e+13,"KEYCODE_2",13,474
1.3583156e+13,1.3583239e+13,"KEYCODE_0",16,475
1.3583732e+13,1.3583831e+13,"KEYCODE_7",19,476
1.3584265e+13,1.3584323e+13,"KEYCODE_8",12,477
1.3584765e+13,1.3584831e+13,"KEYCODE_6",14,478
1.3585282e+13,1.3585365e+13,"KEYCODE_1",17,479
1.3585799e+13,1.3585865e+13,"KEYCODE_5",13,480
1.3586316e+13,1.3586366e+13,"KEYCODE_1",10,481
1.3586867e+13,1.3586949e+13,"KEYCODE_9",17,482
1.3587375e+13,1.3587425e+13,"KEYCODE_8",10,483
1.3587917e+13,1.3587975e+13,"KEYCODE_3",11,484
1.3588434e+13,1.3588492e+13,"KEYCODE_5",12,485
1.3588959e+13,1.3589051e+13,"KEYCODE_4",18,486
1.358956e+13,1.3589634e+13,"KEYCODE_7",15,487
1.3590127e+13,1.3590201e+13,"KEYCODE_0",14,488
1.3590694e+13,1.359076e+13,"KEYCODE_2",13,489
1.3591344e+13,1.3591418e+13,"KEYCODE_6",15,490
1.359181e+13,1.3591902e+13,"KEYCODE_9",18,491
1.3592436e+13,1.359251e+13,"KEYCODE_3",15,492
1.3593011e+13,1.359311e+13,"KEYCODE_7",20,493
1.3593586e+13,1.3593661e+13,"KEYCODE_1",15,494
1.359407e+13,1.3594153e+13,"KEYCODE_0",17,495
1.359462e+13,1.3594653e+13,"KEYCODE_6",6,496
1.3595129e+13,1.3595186e+13,"KEYCODE_2",12,497
1.3595646e+13,1.3595728e+13,"KEYCODE_4",16,498
1.3596254e+13,1.359632e+13,"KEYCODE_8",13,499
1.3596821e+13,1.3596887e+13,"KEYCODE_5",10,500
