Timestamp,x,y,z,alpha,beta,gamma
12/07/2016 00:03:42:8940,-0.14035061,0.10993719,-0.044487476,0.04272461,-0.0010223389,0.029754639
12/07/2016 00:03:43:0170,-0.048521727,0.07843208,0.043269634,-0.02381897,0.027679443,0.020858765
12/07/2016 00:03:43:0770,0.117373675,0.042634487,0.12271786,0.0025024414,0.0126953125,0.023773193
12/07/2016 00:03:43:1380,-0.08189899,0.073403835,-0.068359375,0.019958496,4.119873E-4,0.011459351
12/07/2016 00:03:43:1980,-0.011329293,0.012438774,-0.088513374,0.004043579,0.017227173,0.031066895
12/07/2016 00:03:43:2580,0.0161978,0.0044546127,-0.10385656,-0.023391724,0.026824951,0.049743652
12/07/2016 00:03:43:3180,0.07229209,-0.048538208,0.020705223,-0.014389038,-0.021011353,0.018814087
12/07/2016 00:03:43:3790,-0.060665995,0.033922195,0.15441847,0.0044555664,-0.0867157,0.04496765
12/07/2016 00:03:43:4390,0.07019302,0.041383743,0.32538033,0.18623352,-0.27017212,-0.03199768
12/07/2016 00:03:43:4990,-0.060027137,-9.441376E-5,0.35966158,0.53948975,-0.5330658,-0.09402466
12/07/2016 00:03:43:5590,-0.36185235,0.1247139,-0.043204308,0.6281891,-0.7360077,0.253891
12/07/2016 00:03:43:6190,0.31339282,-0.18929768,-0.81475306,0.17723083,-0.3352661,0.10675049
12/07/2016 00:03:43:6790,0.5308334,0.11078453,-0.38764095,0.0982666,-0.08343506,-0.08074951
12/07/2016 00:03:43:7390,0.55522627,-0.010760784,0.3177948,0.12939453,-0.17402649,-0.101623535
12/07/2016 00:03:43:7990,-0.2275033,0.04620838,-0.024717808,0.2784729,-0.29457092,-0.044784546
12/07/2016 00:03:43:8590,0.17135686,0.08149147,0.4678712,-0.35647583,0.38061523,-0.157547
12/07/2016 00:03:43:9220,-0.14242959,0.07010651,0.4737873,0.24909973,-0.13786316,0.010559082
12/07/2016 00:03:44:0550,-0.12307125,-0.0067625046,-0.6577349,-0.517807,0.36691284,0.025527954
12/07/2016 00:03:44:0990,-0.32145852,-0.047790527,0.8127103,0.09211731,-0.065719604,0.009216309
12/07/2016 00:03:44:1600,-0.091756225,-0.12489748,-0.6795664,-0.26184082,0.01612854,0.097579956
12/07/2016 00:03:44:2200,0.1414808,0.075473785,0.26153088,-0.10784912,0.03366089,0.028198242
12/07/2016 00:03:44:3400,0.030830204,0.057959557,0.19970465,0.06663513,0.020187378,-0.050750732
12/07/2016 00:03:44:4000,-0.114555836,-0.0679121,-0.2708845,1.5258789E-4,-0.006164551,0.024490356
12/07/2016 00:03:44:4600,0.1876955,-0.07223749,-0.002073288,-0.056259155,0.05392456,0.018173218
12/07/2016 00:03:44:5200,-0.17650467,0.07685661,0.020595074,0.0031280518,0.021209717,0.007751465
12/07/2016 00:03:44:5800,0.26265192,-0.022861004,0.15104723,-0.005554199,0.017562866,-0.011398315
12/07/2016 00:03:44:6410,-0.14352864,-0.0036320686,-0.11203861,-0.0065460205,0.0027313232,-0.00944519
12/07/2016 00:03:44:7010,-0.023305118,-0.06635523,-0.005323887,-0.04360962,0.024032593,0.007019043
12/07/2016 00:03:44:7610,-0.057552814,0.02583599,0.1549964,0.021957397,0.029342651,-0.009094238
12/07/2016 00:03:44:8210,-0.10013965,0.044469833,-0.07883358,-0.010375977,0.032836914,0.029937744
12/07/2016 00:03:44:8810,-0.017550379,-0.039016724,-0.094739914,-0.025924683,0.094329834,0.027954102
12/07/2016 00:03:44:9410,0.12818083,0.019636154,0.003619194,-0.048034668,0.107040405,-0.011077881
12/07/2016 00:03:45:0010,-0.079036176,-0.0145998,-0.124260426,-0.07633972,0.18966675,0.07827759
12/07/2016 00:03:45:0610,-0.21859273,0.09703684,0.07972813,0.00440979,0.13890076,0.074295044
