Timestamp,x,y,z,alpha,beta,gamma
12/06/2016 23:57:42:9780,0.0042364597,0.0047270954,0.013272285,0.0051574707,-3.5095215E-4,0.0011138916
12/06/2016 23:57:43:0320,-0.037364244,-0.0113787055,-0.0051555634,0.0048828125,-0.0012969971,-0.0013275146
12/06/2016 23:57:43:0920,0.010028839,1.655519E-4,-0.005824089,3.0517578E-4,-0.0053710938,-6.4086914E-4
12/06/2016 23:57:43:1730,-0.023890495,-0.013828158,-0.005718231,-0.0025177002,0.0021362305,-0.0016784668
12/06/2016 23:57:43:2530,-9.109974E-4,-0.008484125,-0.009469986,0.0050201416,0.0015106201,-0.0015258789
12/06/2016 23:57:43:3730,-0.01711607,5.3310394E-4,0.04436016,0.0048675537,-2.1362305E-4,-0.0028839111
12/06/2016 23:57:43:4320,0.005233288,-0.017613798,-0.008472443,-9.1552734E-4,-0.0020751953,-0.0010681152
12/06/2016 23:57:43:4920,-0.014612436,-0.03325066,-0.002603531,-0.0028076172,-0.0022735596,0.004180908
12/06/2016 23:57:43:5520,0.026068926,0.036488086,0.039896965,-0.0062561035,-0.005874634,-0.004257202
12/06/2016 23:57:43:6120,-0.02233243,-0.010648221,0.016989708,-0.0021209717,-0.0021820068,0.001739502
12/06/2016 23:57:43:6720,-0.001740694,-0.015283465,-0.026224136,0.0014953613,0.006362915,5.187988E-4
12/06/2016 23:57:43:7320,-0.007763624,-0.011430383,0.049551964,0.0046691895,-0.001083374,-4.5776367E-5
12/06/2016 23:57:43:7920,0.0017118454,0.031332225,-0.012346268,0.009918213,0.004714966,-0.0038909912
12/06/2016 23:57:43:8520,-0.009124517,0.0071944,-0.0487957,0.004180908,0.0047912598,5.340576E-4
12/06/2016 23:57:43:9720,-0.0026769638,-0.0124926865,0.015376091,-0.008041382,0.0016937256,-4.272461E-4
12/06/2016 23:57:44:0320,0.022718191,-0.0020321012,-0.010224342,4.4250488E-4,0.004425049,-2.4414063E-4
12/06/2016 23:57:44:0920,-2.3078918E-4,-0.025045186,-0.014010429,0.0029754639,0.0039367676,-0.0021972656
12/06/2016 23:57:44:1760,-0.017672539,-0.018846214,-0.036014557,-0.0030212402,0.0025024414,0.0016479492
12/06/2016 23:57:44:2430,-0.020552397,0.012500018,6.160736E-4,-2.2888184E-4,0.0022277832,0.0029144287
12/06/2016 23:57:44:3020,-0.0050017834,0.0061320364,0.0043878555,0.008560181,0.00541687,-0.0010528564
12/06/2016 23:57:44:3620,1.7952919E-4,-0.0057180524,0.025856018,-0.009338379,0.0029907227,0.0029449463
12/06/2016 23:57:44:4220,-0.022013903,-0.03842464,-0.0054273605,5.950928E-4,0.006576538,0.0011291504
12/06/2016 23:57:44:4830,0.007429123,-0.028887898,0.07951164,-0.002746582,-0.0023040771,-3.0517578E-5
12/06/2016 23:57:44:6180,0.013216734,4.9217045E-4,-0.06815815,-0.005050659,2.1362305E-4,0.0032806396
12/06/2016 23:57:44:6830,-0.0029506683,0.0048877597,0.03411007,0.0036773682,0.0043640137,7.6293945E-4
12/06/2016 23:57:44:7420,-0.014331102,-0.019141525,0.016867638,0.0032806396,-0.0019073486,-6.1035156E-5
12/06/2016 23:57:44:7970,-0.010233641,-0.0034987777,-0.023638725,0.0046691895,4.5776367E-4,-9.460449E-4
12/06/2016 23:57:44:8620,-0.005645275,-0.022271588,0.044921875,0.0058135986,-0.0040740967,-0.0035095215
12/06/2016 23:57:44:9210,-0.014205933,-0.007671684,-0.06247139,0.008026123,-0.0028533936,-0.0016937256
12/06/2016 23:57:44:9820,-0.008256674,-0.019430354,0.0566864,0.007858276,-0.0061187744,-0.0054779053
