Timestamp,x,y,z,alpha,beta,gamma
1481470374545,-0.042261124,0.067515075,0.05975747,0.0046844482,-0.018676758,1.373291E-4
1481470374545,-0.0673666,0.01241231,0.050668478,0.0040740967,-0.020217896,9.765625E-4
1481470374545,0.008280754,-0.0835959,0.1326747,0.0046691895,-0.022247314,9.765625E-4
1481470374545,-0.05292034,0.0066055357,0.09173775,0.0040740967,-0.020111084,0.0014648438
1481470374550,-0.063899994,-0.024038196,0.119423866,0.005142212,-0.01725769,0.003112793
1481470374556,-0.06295204,-0.05651346,0.07206917,0.006225586,-0.011383057,0.003616333
1481470374558,-0.008198738,-0.039411783,0.11468387,0.006790161,-0.004119873,0.005004883
1481470374561,-0.005742073,0.038105518,0.11481023,0.0054473877,0.0020751953,0.003921509
1481470374566,0.017806053,0.037176967,0.042768955,0.0035705566,0.006378174,0.003112793
1481470374571,0.022291183,0.041003793,0.11948848,0.0019683838,0.0077209473,0.0028533936
1481470374576,0.0290699,0.07291064,-0.010863066,-4.272461E-4,0.00932312,0.0017852783
1481470374581,0.0544796,0.0973534,0.0037879944,-7.019043E-4,0.00932312,7.171631E-4
1481470374586,0.06309223,0.09104556,-0.02393794,-0.0023345947,0.009597778,-3.6621094E-4
1481470374593,0.034127235,0.033441752,-0.023087978,-0.004425049,0.00982666,-0.0014343262
1481470374598,0.024363518,0.002605617,-0.078484535,-0.002822876,0.006881714,-0.0027618408
1481470374602,0.0053224564,0.044914752,0.0050103664,4.119873E-4,0.0026245117,-0.0043640137
1481470374606,-0.038820267,0.006766975,0.053751945,0.0033721924,0.0015411377,-0.0046539307
1481470374615,-0.078092575,-0.011977226,0.07403207,0.0058288574,4.5776367E-4,-0.0051116943
1481470374620,0.0051374435,0.023402512,0.051814318,0.008422852,1.5258789E-5,-0.004043579
1481470374625,-0.030100822,0.03468004,-0.06852698,0.010116577,0.001083374,-0.0023498535
1481470374631,0.0032348633,0.064493,-0.03456378,0.012390137,0.0027923584,-3.9672852E-4
1481470374635,-0.01081562,0.063441485,-0.08316231,0.011413574,0.004714966,-0.001159668
1481470374640,0.01988411,0.12581319,-0.03496337,0.00819397,0.0029907227,-8.239746E-4
1481470374645,0.04541588,0.12632802,-0.022787571,0.004638672,-2.2888184E-4,2.4414063E-4
1481470374651,0.044743538,0.13869548,-0.008522749,3.5095215E-4,-0.0027770996,3.0517578E-4
1481470374656,0.046459198,0.06421676,-0.067162514,-0.0043029785,-0.0021209717,-0.0018463135
1481470374661,0.064679146,0.07778105,-0.14828777,-0.009674072,0.002532959,-0.0032958984
1481470374666,0.09214687,0.06078458,-0.08249712,-0.015029907,0.007537842,-0.0039978027
1481470374671,0.041783333,0.025350481,-0.08557916,-0.020019531,0.0107421875,-0.005432129
1481470374675,0.03670311,0.0045137703,-0.12627459,-0.022857666,0.010360718,-0.005432129
1481470374681,-0.003643036,-0.037196696,-0.12204051,-0.023590088,0.0060577393,-0.005432129
1481470374686,-0.060074806,-0.054885775,-0.012466192,-0.024261475,-0.0014953613,-0.005432129
1481470374691,-0.07131386,-0.053607553,0.05768895,-0.021362305,-0.011154175,-0.005432129
1481470374695,-0.06845093,-0.040723324,0.063135386,-0.015945435,-0.01965332,-0.005050659
1481470374701,-0.051574707,0.0071002245,0.14126444,-0.008422852,-0.023788452,-0.003967285
1481470374705,-0.0442667,0.014189661,0.070412636,-0.0016784668,-0.021835327,-0.0025024414
1481470374711,-0.0393095,0.05161509,0.066501856,0.003692627,-0.016464233,-7.4768066E-4
1481470374716,0.0080013275,0.029607326,0.032218933,0.009063721,-0.012313843,0.0011291504
1481470374721,-0.01816082,0.026508331,0.052464724,0.01361084,-0.011383057,0.0035247803
1481470374725,0.017145157,0.011547416,0.0018339157,0.017227173,-0.012451172,0.005004883
1481470374731,0.012028694,0.10256615,0.06469011,0.020690918,-0.013534546,0.0063171387
1481470374735,0.042324066,0.12193748,0.037522078,0.022415161,-0.011657715,0.0063171387
